,vorname,anzahl,jahr
11223,Joris,35,2021
11224,Joris,25,2022
11225,Jory,2,2021
11226,Joscha,8,2012
11227,Joscha,2,2013
11228,Joscha,6,2014
11229,Joscha,6,2015
11230,Joscha,8,2016
11231,Joscha,4,2017
11232,Joscha,10,2018
11233,Joscha,11,2019
11234,Joscha,9,2020
11235,Joscha,10,2021
11236,Joscha,3,2022
11237,Joschka,2,2015
11238,Joschka,2,2017
11239,Joschka,2,2020
11240,Joschua,4,2012
11241,Joschua,5,2013
11242,Joschua,4,2014
11243,Joschua,7,2015
11244,Joschua,4,2016
11245,Joschua,9,2017
11246,Joschua,7,2018
11247,Joschua,2,2019
11248,Joschua,9,2020
11249,Joschua,4,2021
11250,Josef,29,2012
11251,Josef,38,2013
11252,Josef,31,2014
11253,Josef,27,2015
11254,Josef,51,2016
11255,Josef,39,2017
11256,Josef,41,2018
11257,Josef,33,2019
11258,Josef,36,2020
11259,Josef,38,2021
11260,Josef,33,2022
11261,Josefa,2,2013
11262,Josefa,2,2015
11263,Josefa,2,2016
11264,Josefa,2,2020
11265,Josefin,4,2012
11266,Josefin,2,2013
11267,Josefin,4,2014
11268,Josefin,2,2015
11269,Josefin,5,2016
11270,Josefin,4,2017
11271,Josefin,4,2018
11272,Josefin,3,2019
11273,Josefin,2,2020
11274,Josefin,3,2021
11275,Josefina,2,2012
11276,Josefina,4,2013
11277,Josefina,5,2014
11278,Josefina,2,2016
11279,Josefina,2,2018
11280,Josefina,2,2020
11281,Josefina,4,2021
11282,Josefine,67,2012
11283,Josefine,56,2013
11284,Josefine,59,2014
11285,Josefine,59,2015
11286,Josefine,55,2016
11287,Josefine,31,2017
11288,Josefine,36,2018
11289,Josefine,28,2019
11290,Josefine,24,2020
11291,Josefine,25,2021
11292,Josefine,24,2022
11293,Joseph,29,2012
11294,Joseph,27,2013
11295,Joseph,27,2014
11296,Joseph,20,2015
11297,Joseph,26,2016
11298,Joseph,30,2017
11299,Joseph,27,2018
11300,Joseph,21,2019
11301,Joseph,28,2020
11302,Joseph,8,2021
11303,Joseph,20,2022
11304,Josepha,2,2014
11305,Josepha,2,2016
11306,Josephin,3,2012
11307,Josephin,5,2013
11308,Josephin,3,2014
11309,Josephin,9,2015
11310,Josephin,7,2016
11311,Josephin,4,2018
11312,Josephin,2,2019
11313,Josephin,2,2020
11314,Josephin,4,2022
11315,Josephina,2,2013
11316,Josephina,2,2014
11317,Josephina,2,2016
11318,Josephine,112,2012
11319,Josephine,112,2013
11320,Josephine,113,2014
11321,Josephine,103,2015
11322,Josephine,94,2016
11323,Josephine,98,2017
11324,Josephine,82,2018
11325,Josephine,62,2019
11326,Josephine,57,2020
11327,Josephine,63,2021
11328,Josephine,46,2022
11329,Josh,2,2020
11330,Josha,2,2013
11331,Josha,4,2016
11332,Josha,2,2021
11333,Joshua,61,2012
11334,Joshua,77,2013
11335,Joshua,82,2014
11336,Joshua,74,2015
11337,Joshua,106,2016
11338,Joshua,84,2017
11339,Joshua,91,2018
11340,Joshua,79,2019
11341,Joshua,76,2020
11342,Joshua,82,2021
11343,Joshua,71,2022
11344,Josi,2,2014
11345,Josia,2,2019
11346,Josiah,2,2021
11347,Josias,2,2012
11348,Josias,2,2017
11349,Josie,2,2012
11350,Josie,2,2015
11351,Josie,2,2017
11352,Josie,2,2019
11353,Josse,4,2017
11354,Jost,4,2013
11355,Josua,5,2012
11356,Josua,2,2013
11357,Josua,3,2014
11358,Josua,2,2015
11359,Josua,4,2016
11360,Josua,5,2018
11361,Josua,4,2021
11362,Josua,2,2022
11363,Josy,2,2016
11364,José,2,2012
11365,José,2,2015
11366,José,3,2016
11367,José,4,2017
11368,José,2,2018
11369,José,2,2020
11370,José,5,2021
11371,José,4,2022
11372,Joséphine,7,2013
11373,Joséphine,8,2015
11374,Joséphine,2,2016
11375,Joséphine,2,2018
11376,Joséphine,4,2019
11377,Joséphine,2,2020
11378,Joud,6,2017
11379,Joud,2,2019
11380,Joud,3,2020
11381,Joud,4,2022
11382,Joudi,2,2018
11383,Joulina,2,2014
11384,Joury,2,2022
11385,Jovan,2,2012
11386,Jovan,3,2013
11387,Jovan,4,2015
11388,Jovan,2,2016
11389,Jovan,5,2017
11390,Jovan,2,2018
11391,Jovan,2,2020
11392,Jovan,2,2022
11393,Jovana,2,2015
11394,Jovana,2,2018
11395,Joy,14,2012
11396,Joy,15,2013
11397,Joy,17,2014
11398,Joy,11,2015
11399,Joy,11,2016
11400,Joy,4,2018
11401,Joy,13,2019
11402,Joy,2,2020
11403,Joy,7,2022
11404,Joyce,4,2012
11405,Joyce,10,2013
11406,Joyce,10,2014
11407,Joyce,13,2015
11408,Joyce,4,2016
11409,Joyce,2,2017
11410,Joyce,2,2021
11411,Joyce,3,2022
11412,João,2,2012
11413,João,2,2015
11414,João,2,2021
11415,João,2,2022
11416,Joél,2,2012
11417,Joél,2,2013
11418,Joél,2,2014
11419,Joél,2,2017
11420,Joël,2,2013
11421,Joël,4,2014
11422,Joël,2,2015
11423,Joël,2,2022
11424,Juan,4,2012
11425,Juan,3,2013
11426,Juan,3,2014
11427,Juan,2,2015
11428,Juan,4,2016
11429,Juan,2,2020
11430,Juan,2,2022
11431,Jud,2,2018
11432,Judi,2,2016
11433,Judith,14,2012
11434,Judith,6,2013
11435,Judith,7,2014
11436,Judith,6,2015
11437,Judith,2,2016
11438,Judith,4,2018
11439,Judith,3,2019
11440,Judith,4,2020
11441,Judith,4,2021
11442,Juditha,2,2015
11443,Judy,2,2013
11444,Judy,2,2014
11445,Judy,2,2015
11446,Judy,4,2017
11447,Judy,6,2020
11448,Judy,2,2021
11449,Juhan,2,2012
11450,Jula,2,2012
11451,Jule,16,2012
11452,Jule,2,2013
11453,Jule,7,2014
11454,Jule,10,2015
11455,Jule,12,2016
11456,Jule,6,2017
11457,Jule,2,2019
11458,Jule,2,2020
11459,Jule,7,2021
11460,Jules,3,2013
11461,Jules,2,2014
11462,Jules,4,2015
11463,Jules,4,2016
11464,Jules,4,2019
11465,Jules,2,2021
11466,Juli,11,2012
11467,Juli,20,2013
11468,Juli,18,2014
11469,Juli,11,2015
11470,Juli,12,2016
11471,Juli,7,2017
11472,Juli,7,2018
11473,Juli,20,2019
11474,Juli,10,2020
11475,Juli,11,2021
11476,Juli,6,2022
11477,Julia,126,2012
11478,Julia,115,2013
11479,Julia,104,2014
11480,Julia,107,2015
11481,Julia,137,2016
11482,Julia,102,2017
11483,Julia,82,2018
11484,Julia,97,2019
11485,Julia,81,2020
11486,Julia,84,2021
11487,Julia,66,2022
11488,Julian,176,2012
11489,Julian,193,2013
11490,Julian,158,2014
11491,Julian,151,2015
11492,Julian,137,2016
11493,Julian,169,2017
11494,Julian,134,2018
11495,Julian,82,2019
11496,Julian,88,2020
11497,Julian,85,2021
11498,Julian,73,2022
11499,Juliana,10,2012
11500,Juliana,5,2014
11501,Juliana,9,2015
11502,Juliana,8,2016
11503,Juliana,4,2017
11504,Juliana,4,2018
11505,Juliana,2,2019
11506,Juliana,2,2020
11507,Juliana,2,2021
11508,Juliana,2,2022
11509,Juliane,2,2012
11510,Juliane,7,2013
11511,Juliane,3,2014
11512,Juliane,13,2015
11513,Juliane,4,2016
11514,Juliane,6,2017
11515,Juliane,6,2018
11516,Julianna,2,2015
11517,Juliano,2,2016
11518,Julie,46,2012
11519,Julie,34,2013
11520,Julie,34,2014
11521,Julie,28,2015
11522,Julie,39,2016
11523,Julie,11,2017
11524,Julie,22,2018
11525,Julie,24,2019
11526,Julie,18,2020
11527,Julie,23,2021
11528,Julie,11,2022
11529,Julien,25,2012
11530,Julien,45,2013
11531,Julien,29,2014
11532,Julien,22,2015
11533,Julien,11,2016
11534,Julien,4,2017
11535,Julien,12,2018
11536,Julien,9,2019
11537,Julien,3,2020
11538,Julien,8,2021
11539,Julien,6,2022
11540,Juliet,2,2016
11541,Juliet,3,2020
11542,Julietta,2,2014
11543,Juliette,4,2012
11544,Juliette,5,2013
11545,Juliette,4,2020
11546,Juliette,4,2022
11547,Julija,2,2015
11548,Julika,9,2012
11549,Julika,7,2013
11550,Julika,5,2014
11551,Julika,11,2015
11552,Julika,4,2016
11553,Julika,3,2021
11554,Julina,2,2013
11555,Julina,2,2015
11556,Julina,2,2016
11557,Julina,2,2019
11558,Julina,2,2020
11559,Julina,2,2021
11560,Julio,2,2017
11561,Julio,2,2018
11562,Julio,2,2019
11563,Julius,120,2012
11564,Julius,133,2013
11565,Julius,118,2014
11566,Julius,116,2015
11567,Julius,158,2016
11568,Julius,105,2017
11569,Julius,136,2018
11570,Julius,119,2019
11571,Julius,116,2020
11572,Julius,104,2021
11573,Julius,73,2022
11574,July,2,2020
11575,Jun,2,2015
11576,Jun,2,2018
11577,Jun,4,2021
11578,Juna,18,2012
11579,Juna,29,2013
11580,Juna,37,2014
11581,Juna,41,2015
11582,Juna,51,2016
11583,Juna,79,2017
11584,Juna,82,2018
11585,Juna,67,2019
11586,Juna,66,2020
11587,Juna,72,2021
11588,Juna,54,2022
11589,June,4,2012
11590,June,4,2013
11591,June,12,2014
11592,June,11,2015
11593,June,10,2016
11594,June,3,2017
11595,June,13,2019
11596,June,6,2020
11597,June,12,2021
11598,June,16,2022
11599,Junes,3,2013
11600,Junes,2,2014
11601,Junes,4,2016
11602,Junes,2,2018
11603,Junes,5,2019
11604,Junes,2,2022
11605,Juni,2,2022
11606,Junia,2,2017
11607,Junior,7,2012
11608,Junior,7,2013
11609,Junior,7,2014
11610,Junior,7,2015
11611,Junior,4,2016
11612,Junior,10,2017
11613,Junior,2,2018
11614,Junior,2,2019
11615,Junior,6,2020
11616,Junior,4,2021
11617,Junis,4,2012
11618,Junis,6,2013
11619,Junis,8,2014
11620,Junis,14,2015
11621,Junis,8,2016
11622,Junis,12,2017
11623,Junis,9,2018
11624,Junis,18,2019
11625,Junis,9,2020
11626,Junis,13,2021
11627,Junis,29,2022
11628,Juno,11,2012
11629,Juno,11,2013
11630,Juno,13,2014
11631,Juno,20,2015
11632,Juno,19,2016
11633,Juno,9,2017
11634,Juno,13,2018
11635,Juno,7,2019
11636,Juno,24,2020
11637,Juno,17,2021
11638,Juno,19,2022
11639,Junus,2,2013
11640,Junus,2,2014
11641,Junus,2,2017
11642,Junus,2,2020
11643,Junus,2,2021
11644,Jupiter,2,2018
11645,Jupiter,2,2022
11646,Jurek,2,2012
11647,Jurek,2,2013
11648,Jurek,2,2014
11649,Jurek,2,2016
11650,Jurek,2,2017
11651,Jurek,2,2020
11652,Jurek,2,2022
11653,Juri,32,2012
11654,Juri,49,2013
11655,Juri,34,2014
11656,Juri,41,2015
11657,Juri,40,2016
11658,Juri,39,2017
11659,Juri,41,2018
11660,Juri,48,2019
11661,Juri,41,2020
11662,Juri,38,2021
11663,Juri,22,2022
11664,Jurij,2,2015
11665,Jurij,2,2019
11666,Justin,24,2012
11667,Justin,12,2013
11668,Justin,6,2014
11669,Justin,9,2015
11670,Justin,12,2016
11671,Justin,4,2017
11672,Justin,5,2018
11673,Justin,2,2021
11674,Justin,2,2022
11675,Justine,6,2012
11676,Justine,2,2013
11677,Justine,2,2014
11678,Justine,2,2019
11679,Justus,66,2012
11680,Justus,60,2013
11681,Justus,70,2014
11682,Justus,67,2015
11683,Justus,83,2016
11684,Justus,68,2017
11685,Justus,47,2018
11686,Justus,50,2019
11687,Justus,37,2020
11688,Justus,53,2021
11689,Justus,39,2022
11690,Justyna,2,2012
11691,Justyna,2,2016
11692,Jusuf,2,2016
11693,Jusuf,4,2021
11694,Jutta,2,2013
11695,Jutta,5,2015
11696,Jutta,2,2021
11697,János,2,2016
11698,János,2,2021
11699,Jérome,2,2013
11700,Jérôme,2,2012
11701,Jérôme,3,2013
11702,Józef,3,2021
11703,Jördis,3,2012
11704,Jördis,2,2021
11705,Jörg,9,2012
11706,Jörg,5,2013
11707,Jörg,13,2014
11708,Jörg,2,2015
11709,Jörg,18,2016
11710,Jörg,3,2017
11711,Jörg,8,2018
11712,Jörg,4,2021
11713,Jörn,4,2013
11714,Jörn,2,2016
11715,Jörn,2,2022
11716,Jüli,2,2015
11717,Jürgen,18,2012
11718,Jürgen,17,2013
11719,Jürgen,15,2014
11720,Jürgen,22,2015
11721,Jürgen,18,2016
11722,Jürgen,7,2017
11723,Jürgen,14,2018
11724,Jürgen,5,2019
11725,Jürgen,10,2020
11726,Jürgen,10,2021
11727,Jürgen,2,2022
11728,Kaan,40,2012
11729,Kaan,32,2013
11730,Kaan,30,2014
11731,Kaan,44,2015
11732,Kaan,31,2016
11733,Kaan,27,2017
11734,Kaan,26,2018
11735,Kaan,36,2019
11736,Kaan,19,2020
11737,Kaan,20,2021
11738,Kaan,32,2022
11739,Kacper,2,2012
11740,Kacper,2,2013
11741,Kacper,2,2014
11742,Kacper,6,2015
11743,Kacper,4,2016
11744,Kacper,2,2017
11745,Kacper,4,2018
11746,Kacper,4,2019
11747,Kacper,2,2020
11748,Kadiatou,2,2018
11749,Kadiatou,3,2019
11750,Kadir,12,2012
11751,Kadir,9,2013
11752,Kadir,6,2014
11753,Kadir,7,2015
11754,Kadir,4,2016
11755,Kadir,3,2017
11756,Kadir,12,2019
11757,Kadir,10,2020
11758,Kadir,9,2021
11759,Kadir,4,2022
11760,Kadriye,2,2017
11761,Kai,16,2012
11762,Kai,18,2013
11763,Kai,21,2014
11764,Kai,17,2015
11765,Kai,31,2016
11766,Kai,21,2017
11767,Kai,13,2018
11768,Kai,20,2019
11769,Kai,11,2020
11770,Kai,14,2021
11771,Kai,15,2022
11772,Kaia,2,2017
11773,Kaia,4,2018
11774,Kaia,4,2019
11775,Kaia,14,2020
11776,Kaia,9,2021
11777,Kaia,12,2022
11778,Kaio,2,2018
11779,Kaira,3,2022
11780,Kairo,2,2021
11781,Kais,2,2016
11782,Kaitlyn,2,2016
11783,Kaitlyn,2,2017
11784,Kaito,2,2015
11785,Kaja,2,2013
11786,Kaja,8,2014
11787,Kaja,4,2015
11788,Kaja,6,2016
11789,Kaja,2,2017
11790,Kaja,11,2018
11791,Kaja,8,2019
11792,Kaja,6,2020
11793,Kaja,7,2021
11794,Kaja,11,2022
11795,Kajus,2,2016
11796,Kalea,2,2014
11797,Kalea,2,2016
11798,Kalea,2,2017
11799,Kalea,2,2018
11800,Kalea,4,2019
11801,Kalea,4,2020
11802,Kalea,7,2021
11803,Kalea,8,2022
11804,Kaleb,2,2017
11805,Kaleo,2,2016
11806,Kaleo,3,2020
11807,Kaleo,6,2021
11808,Kaleo,2,2022
11809,Kalin,2,2020
11810,Kalina,6,2014
11811,Kalina,5,2015
11812,Kalina,2,2016
11813,Kalina,4,2017
11814,Kalina,2,2018
11815,Kalina,2,2019
11816,Kalina,2,2021
11817,Kalle,4,2012
11818,Kalle,3,2013
11819,Kalle,2,2014
11820,Kalle,13,2015
11821,Kalle,12,2016
11822,Kalle,11,2017
11823,Kalle,4,2018
11824,Kalle,9,2019
11825,Kalle,7,2020
11826,Kalle,15,2021
11827,Kalle,11,2022
11828,Kalotta,2,2016
11829,Kamal,4,2014
11830,Kamal,4,2016
11831,Kami,2,2013
11832,Kamil,7,2012
11833,Kamil,4,2013
11834,Kamil,5,2014
11835,Kamil,2,2016
11836,Kamil,2,2017
11837,Kamil,5,2018
11838,Kamil,6,2020
11839,Kamil,5,2021
11840,Kamil,4,2022
11841,Kamila,2,2013
11842,Kamila,2,2015
11843,Kamila,3,2019
11844,Kamila,2,2021
11845,Kamilla,3,2017
11846,Kamilla,2,2021
11847,Kane,2,2013
11848,Kara,2,2014
11849,Kara,2,2015
11850,Kara,2,2017
11851,Kara,2,2018
11852,Kara,2,2019
11853,Kara,2,2021
11854,Karam,4,2013
11855,Karam,2,2014
11856,Karam,2,2016
11857,Karam,7,2017
11858,Karam,6,2018
11859,Karam,6,2019
11860,Karam,10,2020
11861,Karam,6,2021
11862,Karam,11,2022
11863,Karan,2,2020
11864,Karan,2,2021
11865,Karan,7,2022
11866,Karel,2,2015
11867,Karel,2,2016
11868,Karen,2,2016
11869,Karen,2,2019
11870,Karik,2,2022
11871,Karim,31,2012
11872,Karim,26,2013
11873,Karim,33,2014
11874,Karim,43,2015
11875,Karim,36,2016
11876,Karim,35,2017
11877,Karim,48,2018
11878,Karim,22,2019
11879,Karim,33,2020
11880,Karim,12,2021
11881,Karim,23,2022
11882,Karin,10,2012
11883,Karin,13,2013
11884,Karin,10,2014
11885,Karin,6,2015
11886,Karin,16,2016
11887,Karin,5,2017
11888,Karin,6,2018
11889,Karin,10,2019
11890,Karin,4,2020
11891,Karin,8,2021
11892,Karin,2,2022
11893,Karina,8,2012
11894,Karina,4,2013
11895,Karina,4,2014
11896,Karina,4,2015
11897,Karina,13,2016
11898,Karina,4,2017
11899,Karina,2,2018
11900,Karina,2,2019
11901,Karina,6,2020
11902,Karina,6,2021
11903,Karina,7,2022
11904,Karl,123,2012
11905,Karl,150,2013
11906,Karl,201,2014
11907,Karl,196,2015
11908,Karl,206,2016
11909,Karl,241,2017
11910,Karl,245,2018
11911,Karl,205,2019
11912,Karl,217,2020
11913,Karl,201,2021
11914,Karl,156,2022
11915,Karla,29,2012
11916,Karla,39,2013
11917,Karla,32,2014
11918,Karla,42,2015
11919,Karla,37,2016
11920,Karla,35,2017
11921,Karla,40,2018
11922,Karla,45,2019
11923,Karla,42,2020
11924,Karla,34,2021
11925,Karla,39,2022
11926,Karlie,2,2018
11927,Karlo,6,2012
11928,Karlo,4,2014
11929,Karlo,2,2015
11930,Karlo,6,2016
11931,Karlo,8,2017
11932,Karlo,14,2018
11933,Karlo,11,2019
11934,Karlo,9,2020
11935,Karlo,15,2021
11936,Karlo,8,2022
11937,Karlotta,16,2012
11938,Karlotta,24,2013
11939,Karlotta,23,2014
11940,Karlotta,29,2015
11941,Karlotta,30,2016
11942,Karlotta,16,2017
11943,Karlotta,35,2018
11944,Karlotta,23,2019
11945,Karlotta,31,2020
11946,Karlotta,38,2021
11947,Karlotta,8,2022
11948,Karlson,2,2014
11949,Karlson,4,2016
11950,Karlsson,3,2013
11951,Karlsson,2,2015
11952,Karlsson,2,2021
11953,Karol,3,2012
11954,Karol,4,2015
11955,Karol,4,2016
11956,Karol,2,2017
11957,Karola,2,2020
11958,Karolin,2,2012
11959,Karolina,10,2012
11960,Karolina,15,2013
11961,Karolina,17,2014
11962,Karolina,11,2015
11963,Karolina,3,2016
11964,Karolina,10,2017
11965,Karolina,9,2018
11966,Karolina,6,2019
11967,Karolina,2,2020
11968,Karolina,7,2021
11969,Karolina,7,2022
11970,Karoline,4,2012
11971,Karoline,5,2013
11972,Karoline,9,2014
11973,Karoline,16,2015
11974,Karoline,9,2016
11975,Karoline,2,2017
11976,Karoline,2,2019
11977,Karoline,2,2020
11978,Karsten,4,2012
11979,Karsten,6,2013
11980,Karsten,3,2015
11981,Karsten,2,2017
11982,Kartal,4,2016
11983,Kartal,4,2018
11984,Kasim,2,2022
11985,Kasimir,18,2012
11986,Kasimir,19,2013
11987,Kasimir,18,2014
11988,Kasimir,25,2015
11989,Kasimir,30,2016
11990,Kasimir,10,2017
11991,Kasimir,31,2018
11992,Kasimir,30,2019
11993,Kasimir,23,2020
11994,Kasimir,20,2021
11995,Kasimir,11,2022
11996,Kaspar,13,2012
11997,Kaspar,13,2013
11998,Kaspar,18,2014
11999,Kaspar,14,2015
12000,Kaspar,18,2016
12001,Kaspar,2,2017
12002,Kaspar,10,2018
12003,Kaspar,7,2019
12004,Kaspar,2,2020
12005,Kaspar,8,2021
12006,Kaspar,7,2022
12007,Kasper,2,2012
12008,Kasper,6,2013
12009,Kasper,2,2014
12010,Kasper,2,2015
12011,Kasper,4,2016
12012,Kasper,2,2018
12013,Kasper,2,2019
12014,Kasper,5,2022
12015,Kassandra,2,2015
12016,Kassem,2,2012
12017,Kassem,2,2014
12018,Kassem,2,2015
12019,Kassem,2,2016
12020,Kassem,3,2018
12021,Kassem,2,2019
12022,Kassem,2,2020
12023,Kassem,2,2021
12024,Katalea,2,2018
12025,Katalin,2,2020
12026,Katalina,2,2020
12027,Katarina,2,2012
12028,Katarina,2,2014
12029,Katarina,3,2016
12030,Katarina,4,2017
12031,Katarina,2,2019
12032,Katarina,4,2020
12033,Katarina,4,2021
12034,Katarzyna,2,2012
12035,Katarzyna,2,2013
12036,Katarzyna,2,2014
12037,Katarzyna,2,2016
12038,Katarzyna,5,2017
12039,Kate,11,2014
12040,Kate,5,2015
12041,Kate,6,2016
12042,Kate,2,2017
12043,Kate,2,2019
12044,Kate,4,2020
12045,Kate,2,2021
12046,Kate,2,2022
12047,Katelyn,2,2015
12048,Katelyn,2,2017
12049,Katelyn,2,2018
12050,Katelyn,2,2020
12051,Katerina,2,2012
12052,Katerina,2,2019
12053,Katerina,2,2020
12054,Katharina,103,2012
12055,Katharina,100,2013
12056,Katharina,96,2014
12057,Katharina,115,2015
12058,Katharina,130,2016
12059,Katharina,83,2017
12060,Katharina,90,2018
12061,Katharina,73,2019
12062,Katharina,66,2020
12063,Katharina,61,2021
12064,Katharina,48,2022
12065,Katharina-sophie,2,2015
12066,Katherina,2,2019
12067,Kathleen,5,2013
12068,Kathleen,2,2015
12069,Kathleen,2,2016
12070,Kathrin,2,2013
12071,Kathrin,2,2016
12072,Kathrin,2,2020
12073,Kathy,2,2017
12074,Katinka,3,2015
12075,Katja,2,2012
12076,Katja,2,2013
12077,Katja,2,2016
12078,Katja,3,2020
12079,Katja,4,2022
12080,Katrin,6,2012
12081,Katrin,2,2013
12082,Katrin,8,2014
12083,Katrin,7,2015
12084,Katrin,5,2016
12085,Katrin,2,2018
12086,Katrin,3,2019
12087,Katrin,2,2020
12088,Katrin,2,2021
12089,Katrin,2,2022
12090,Katrina,2,2015
12091,Katy,2,2021
12092,Kaur,3,2012
12093,Kaur,3,2013
12094,Kaur,4,2014
12095,Kaur,3,2015
12096,Kaur,2,2016
12097,Kaur,2,2019
12098,Kaur,4,2020
12099,Kaur,2,2021
12100,Kawa,2,2012
12101,Kay,2,2012
12102,Kay,5,2013
12103,Kay,4,2017
12104,Kay,7,2019
12105,Kaya,3,2012
12106,Kaya,8,2013
12107,Kaya,6,2014
12108,Kaya,9,2015
12109,Kaya,10,2016
12110,Kaya,4,2018
12111,Kaya,5,2019
12112,Kaya,3,2020
12113,Kaya,5,2021
12114,Kaya,12,2022
12115,Kayden,2,2020
12116,Kayden,2,2021
12117,Kayden,2,2022
12118,Kayla,5,2012
12119,Kayla,5,2016
12120,Kayla,2,2017
12121,Kayla,2,2019
12122,Kayla,4,2020
12123,Kayla,3,2022
12124,Kaylee,2,2019
12125,Kaynat,2,2019
12126,Kayra,9,2012
12127,Kayra,2,2014
12128,Kayra,2,2015
12129,Kayra,2,2019
12130,Kayra,2,2020
12131,Kayra,2,2021
12132,Kayra,4,2022
12133,Kazim,2,2012
12134,Kazim,2,2022
12135,Kazimierz,2,2014
12136,Kea,2,2016
12137,Keanu,2,2012
12138,Keanu,5,2015
12139,Keanu,2,2019
12140,Keira,2,2016
12141,Keke,2,2015
12142,Keke,2,2017
12143,Keke,2,2019
12144,Kellie,2,2012
12145,Kelly,2,2015
12146,Kelly,2,2021
12147,Kelly,5,2022
12148,Kemal,7,2012
12149,Kemal,6,2013
12150,Kemal,3,2014
12151,Kemal,5,2015
12152,Kemal,8,2016
12153,Kemal,6,2017
12154,Kemal,4,2018
12155,Kemal,2,2019
12156,Kemal,11,2020
12157,Kemal,2,2021
12158,Kemal,2,2022
12159,Kembal,2,2013
12160,Kenan,10,2012
12161,Kenan,13,2013
12162,Kenan,5,2014
12163,Kenan,13,2015
12164,Kenan,8,2016
12165,Kenan,8,2017
12166,Kenan,12,2018
12167,Kenan,13,2019
12168,Kenan,4,2020
12169,Kenan,6,2021
12170,Kenan,6,2022
12171,Kendra,2,2019
12172,Kendra,2,2021
12173,Kenji,2,2018
12174,Kenji,2,2021
12175,Kennedy,2,2016
12176,Kenneth,2,2014
12177,Kenneth,2,2018
12178,Kenny,2,2012
12179,Kenny,7,2013
12180,Kenny,2,2017
12181,Kenny,2,2019
12182,Kenny,2,2021
12183,Keno,2,2012
12184,Keno,4,2013
12185,Keno,2,2016
12186,Keno,4,2017
12187,Keno,6,2018
12188,Keno,10,2019
12189,Keno,10,2020
12190,Keno,16,2021
12191,Keno,13,2022
12192,Kenson,2,2021
12193,Kenzo,2,2014
12194,Kenzo,2,2015
12195,Kenzo,2,2018
12196,Kenzo,2,2019
12197,Kenzo,2,2022
12198,Kerem,18,2012
12199,Kerem,20,2013
12200,Kerem,23,2014
12201,Kerem,20,2015
12202,Kerem,10,2016
12203,Kerem,20,2017
12204,Kerem,10,2018
12205,Kerem,5,2019
12206,Kerem,16,2020
12207,Kerem,10,2021
12208,Kerem,5,2022
12209,Keren,2,2022
12210,Kerim,13,2012
12211,Kerim,7,2013
12212,Kerim,9,2014
12213,Kerim,18,2015
12214,Kerim,15,2016
12215,Kerim,4,2017
12216,Kerim,2,2018
12217,Kerim,5,2019
12218,Kerim,2,2020
12219,Kerim,7,2021
12220,Kerstin,7,2012
12221,Kerstin,8,2013
12222,Kerstin,4,2014
12223,Kerstin,6,2015
12224,Kerstin,2,2018
12225,Kerstin,2,2019
12226,Kerstin,2,2021
12227,Kerstin,2,2022
12228,Kevin,32,2012
12229,Kevin,42,2013
12230,Kevin,31,2014
12231,Kevin,31,2015
12232,Kevin,21,2016
12233,Kevin,22,2017
12234,Kevin,25,2018
12235,Kevin,25,2019
12236,Kevin,19,2020
12237,Kevin,14,2021
12238,Kevin,15,2022
12239,Kevser,2,2012
12240,Kevser,4,2013
12241,Kevser,2,2015
12242,Kevser,2,2016
12243,Khadeer,2,2016
12244,Khadija,2,2012
12245,Khadija,7,2013
12246,Khadija,2,2015
12247,Khadija,2,2016
12248,Khadija,2,2018
12249,Khadija,2,2020
12250,Khadija,3,2021
12251,Khadija,10,2022
12252,Khadir,2,2015
12253,Khaled,13,2012
12254,Khaled,10,2013
12255,Khaled,12,2014
12256,Khaled,12,2015
12257,Khaled,18,2016
12258,Khaled,16,2017
12259,Khaled,16,2018
12260,Khaled,11,2019
12261,Khaled,17,2020
12262,Khaled,16,2021
12263,Khaled,15,2022
12264,Khalid,2,2017
12265,Khalid,4,2018
12266,Khalid,4,2019
12267,Khalid,2,2022
12268,Khalif,2,2017
12269,Khalil,4,2012
12270,Khalil,2,2013
12271,Khalil,3,2014
12272,Khalil,2,2015
12273,Khalil,7,2016
12274,Khalil,4,2017
12275,Khalil,5,2018
12276,Khalil,8,2019
12277,Khalil,8,2020
12278,Khalil,5,2021
12279,Khalil,2,2022
12280,Khan,8,2013
12281,Khan,2,2017
12282,Khang,2,2012
12283,Khang,8,2014
12284,Khang,8,2015
12285,Khang,5,2016
12286,Khang,3,2017
12287,Khang,6,2018
12288,Khang,5,2019
12289,Khang,5,2020
12290,Khang,9,2021
12291,Khang,7,2022
12292,Khanh,6,2012
12293,Khanh,3,2013
12294,Khanh,3,2015
12295,Khanh,2,2016
12296,Khánh,4,2013
12297,Khánh,2,2014
12298,Khánh,4,2015
12299,Khánh,10,2016
12300,Khánh,2,2017
12301,Khánh,2,2020
12302,Khôi,2,2014
12303,Khôi,2,2015
12304,Khôi,2,2016
12305,Khôi,3,2018
12306,Khôi,5,2022
12307,Kiaan,2,2022
12308,Kian,17,2012
12309,Kian,28,2013
12310,Kian,15,2014
12311,Kian,34,2015
12312,Kian,25,2016
12313,Kian,28,2017
12314,Kian,44,2018
12315,Kian,27,2019
12316,Kian,40,2020
12317,Kian,42,2021
12318,Kian,47,2022
12319,Kiana,8,2012
12320,Kiana,5,2014
12321,Kiana,2,2015
12322,Kiana,2,2019
12323,Kiana,4,2020
12324,Kiana,3,2021
12325,Kiana,3,2022
12326,Kiano,2,2013
12327,Kiano,2,2015
