,vorname,anzahl,jahr
22088,Tara,22,2019
22089,Tara,19,2020
22090,Tara,10,2021
22091,Tara,17,2022
22092,Taras,2,2015
22093,Taras,2,2022
22094,Tarek,4,2012
22095,Tarek,2,2015
22096,Tarek,2,2016
22097,Tarek,4,2019
22098,Tarek,2,2020
22099,Tarik,13,2012
22100,Tarik,4,2013
22101,Tarik,9,2014
22102,Tarik,13,2015
22103,Tarik,8,2016
22104,Tarik,2,2017
22105,Tarik,2,2018
22106,Tarik,2,2019
22107,Tarja,3,2015
22108,Tarja,2,2018
22109,Tarja,2,2020
22110,Tarkan,2,2016
22111,Taro,2,2013
22112,Taro,3,2015
22113,Taro,3,2021
22114,Tarık,3,2012
22115,Tarık,2,2014
22116,Tarık,5,2015
22117,Tasneem,2,2022
22118,Tasnim,2,2012
22119,Tasnim,3,2014
22120,Tasnim,2,2016
22121,Tasnim,7,2017
22122,Tasnim,8,2018
22123,Tasnim,6,2019
22124,Tasnim,11,2020
22125,Tasnim,2,2021
22126,Tasnim,2,2022
22127,Tassilo,2,2012
22128,Tatiana,2,2012
22129,Tatjana,2,2014
22130,Tatjana,4,2016
22131,Tavi,2,2018
22132,Tavi,2,2019
22133,Taya,2,2021
22134,Taya,2,2022
22135,Tayfun,3,2012
22136,Tayfun,2,2014
22137,Tayfun,2,2015
22138,Taylan,7,2012
22139,Taylan,9,2013
22140,Taylan,11,2014
22141,Taylan,7,2015
22142,Taylan,5,2016
22143,Taylan,7,2018
22144,Taylan,4,2019
22145,Taylan,2,2021
22146,Taylan,2,2022
22147,Tayler,16,2012
22148,Tayler,8,2013
22149,Tayler,6,2014
22150,Tayler,4,2015
22151,Tayler,11,2016
22152,Taylor,16,2012
22153,Taylor,24,2013
22154,Taylor,23,2014
22155,Taylor,12,2015
22156,Taylor,15,2016
22157,Taylor,8,2018
22158,Taylor,4,2019
22159,Taym,5,2016
22160,Taym,4,2019
22161,Tayo,2,2013
22162,Tayo,2,2014
22163,Tayo,4,2015
22164,Tayo,4,2016
22165,Tayo,2,2017
22166,Tea,2,2016
22167,Tea,2,2022
22168,Teim,2,2017
22169,Tekin,2,2015
22170,Telmo,2,2018
22171,Teo,3,2012
22172,Teo,8,2013
22173,Teo,9,2014
22174,Teo,7,2015
22175,Teo,7,2016
22176,Teo,9,2017
22177,Teo,4,2018
22178,Teo,5,2019
22179,Teo,7,2020
22180,Teo,9,2021
22181,Teo,9,2022
22182,Teodor,2,2012
22183,Teodor,3,2013
22184,Teodor,2,2014
22185,Teodor,4,2015
22186,Teodor,2,2016
22187,Teodor,2,2017
22188,Teodor,3,2018
22189,Teodor,4,2019
22190,Teodor,2,2020
22191,Teodor,2,2021
22192,Teodor,6,2022
22193,Teodora,2,2013
22194,Teodora,2,2014
22195,Teodora,6,2017
22196,Teodora,2,2018
22197,Teodora,2,2019
22198,Teodora,6,2020
22199,Teodora,2,2021
22200,Teoman,4,2012
22201,Teoman,2,2013
22202,Teoman,2,2014
22203,Teoman,2,2015
22204,Teoman,3,2016
22205,Teoman,2,2018
22206,Teoman,3,2019
22207,Teoman,3,2020
22208,Teoman,5,2021
22209,Teoman,4,2022
22210,Teona,2,2019
22211,Terence,2,2013
22212,Terence,2,2022
22213,Teresa,14,2012
22214,Teresa,9,2013
22215,Teresa,16,2014
22216,Teresa,13,2015
22217,Teresa,5,2016
22218,Teresa,11,2017
22219,Teresa,4,2018
22220,Teresa,9,2019
22221,Teresa,10,2020
22222,Teresa,16,2021
22223,Teresa,9,2022
22224,Terje,2,2020
22225,Tess,2,2018
22226,Tessa,4,2012
22227,Tessa,6,2013
22228,Tessa,24,2014
22229,Tessa,14,2015
22230,Tessa,24,2016
22231,Tessa,12,2017
22232,Tessa,16,2018
22233,Tessa,6,2019
22234,Tessa,12,2020
22235,Tessa,10,2021
22236,Tessa,9,2022
22237,Thabo,2,2017
22238,Thaddeus,2,2014
22239,Thaddeus,2,2016
22240,Thaddeus,2,2017
22241,Thaddeus,2,2018
22242,Thaddäus,2,2012
22243,Thaddäus,2,2014
22244,Thaddäus,4,2015
22245,Thadeus,2,2017
22246,Thai,4,2012
22247,Thaisen,2,2012
22248,Thalea,4,2013
22249,Thalea,2,2017
22250,Thalea,2,2021
22251,Thalia,2,2013
22252,Thalia,2,2014
22253,Thalia,2,2015
22254,Thalia,4,2016
22255,Thalia,9,2017
22256,Thalia,5,2018
22257,Thalia,4,2019
22258,Thalia,9,2020
22259,Thalia,2,2021
22260,Thalia,2,2022
22261,Thanh,2,2012
22262,Thanh,6,2013
22263,Thanh,8,2014
22264,Thanh,3,2015
22265,Thanh,2,2016
22266,Thanh,4,2018
22267,Thao,6,2012
22268,Thao,2,2013
22269,Thao,2,2014
22270,Thao,2,2015
22271,Thao,6,2016
22272,The,3,2012
22273,The,2,2014
22274,Thea,21,2012
22275,Thea,22,2013
22276,Thea,22,2014
22277,Thea,45,2015
22278,Thea,27,2016
22279,Thea,56,2017
22280,Thea,54,2018
22281,Thea,38,2019
22282,Thea,50,2020
22283,Thea,42,2021
22284,Thea,42,2022
22285,Theda,2,2013
22286,Theda,2,2015
22287,Theda,2,2017
22288,Theda,2,2018
22289,Theda,2,2019
22290,Theda,4,2022
22291,Thede,2,2019
22292,Thees,4,2013
22293,Thees,2,2014
22294,Thees,3,2015
22295,Thees,2,2016
22296,Thees,6,2018
22297,Thekla,2,2016
22298,Thekla,2,2019
22299,Thelma,2,2016
22300,Thelma,2,2022
22301,Theo,93,2012
22302,Theo,119,2013
22303,Theo,115,2014
22304,Theo,126,2015
22305,Theo,153,2016
22306,Theo,147,2017
22307,Theo,163,2018
22308,Theo,157,2019
22309,Theo,150,2020
22310,Theo,148,2021
22311,Theo,140,2022
22312,Theodor,117,2012
22313,Theodor,163,2013
22314,Theodor,159,2014
22315,Theodor,219,2015
22316,Theodor,229,2016
22317,Theodor,189,2017
22318,Theodor,205,2018
22319,Theodor,228,2019
22320,Theodor,199,2020
22321,Theodor,202,2021
22322,Theodor,208,2022
22323,Theodora,2,2012
22324,Theodora,2,2013
22325,Theodora,10,2014
22326,Theodora,10,2015
22327,Theodora,7,2016
22328,Theodora,4,2019
22329,Theodora,2,2021
22330,Theodora,6,2022
22331,Theodore,2,2013
22332,Theodore,2,2015
22333,Theodore,4,2016
22334,Theodore,3,2017
22335,Theodore,2,2018
22336,Theodore,3,2020
22337,Theodore,4,2022
22338,Theodoros,2,2014
22339,Theophil,2,2019
22340,Theres,2,2017
22341,Theres,2,2019
22342,Theresa,45,2012
22343,Theresa,48,2013
22344,Theresa,48,2014
22345,Theresa,53,2015
22346,Theresa,51,2016
22347,Theresa,58,2017
22348,Theresa,55,2018
22349,Theresa,27,2019
22350,Theresa,50,2020
22351,Theresa,37,2021
22352,Theresa,27,2022
22353,Therese,5,2012
22354,Therese,9,2013
22355,Therese,8,2014
22356,Therese,11,2015
22357,Therese,2,2016
22358,Therese,13,2017
22359,Therese,2,2019
22360,Therese,2,2020
22361,Therese,2,2022
22362,Theresia,7,2012
22363,Theresia,7,2013
22364,Theresia,8,2014
22365,Theresia,7,2015
22366,Theresia,10,2016
22367,Theresia,2,2017
22368,Theresia,2,2018
22369,Theresia,2,2019
22370,Theresia,5,2020
22371,Theresia,6,2022
22372,Thi,2,2013
22373,Thiago,2,2013
22374,Thiago,6,2014
22375,Thiago,4,2015
22376,Thiago,5,2016
22377,Thiago,11,2017
22378,Thiago,5,2018
22379,Thiago,10,2019
22380,Thiago,4,2020
22381,Thiago,4,2022
22382,Thien,3,2012
22383,Thien,5,2013
22384,Thien,2,2015
22385,Thien,4,2016
22386,Thien,2,2019
22387,Thierno,2,2016
22388,Thierry,3,2015
22389,Thies,2,2012
22390,Thies,11,2013
22391,Thies,2,2014
22392,Thies,2,2015
22393,Thies,9,2016
22394,Thies,5,2017
22395,Thies,4,2018
22396,Thies,2,2019
22397,Thies,4,2020
22398,Thies,2,2021
22399,Thies,2,2022
22400,Thilo,2,2013
22401,Thilo,4,2014
22402,Thilo,4,2015
22403,Thilo,6,2016
22404,Thilo,5,2018
22405,Thilo,4,2019
22406,Thilo,11,2020
22407,Thilo,5,2021
22408,Thilo,8,2022
22409,Thinh,2,2014
22410,Thiên,8,2012
22411,Thiên,2,2015
22412,Thiên,7,2016
22413,Thiên,2,2018
22414,Thiên,2,2019
22415,Thiên,2,2021
22416,Thomas,72,2012
22417,Thomas,74,2013
22418,Thomas,69,2014
22419,Thomas,76,2015
22420,Thomas,78,2016
22421,Thomas,63,2017
22422,Thomas,56,2018
22423,Thomas,51,2019
22424,Thomas,55,2020
22425,Thomas,54,2021
22426,Thomas,67,2022
22427,Thor,2,2012
22428,Thor,5,2016
22429,Thor,2,2017
22430,Thor,4,2020
22431,Thora,4,2012
22432,Thora,2,2015
22433,Thora,2,2021
22434,Thorben,5,2012
22435,Thorben,2,2013
22436,Thorben,4,2014
22437,Thorben,2,2015
22438,Thorben,2,2020
22439,Thore,9,2012
22440,Thore,16,2013
22441,Thore,25,2014
22442,Thore,14,2015
22443,Thore,25,2016
22444,Thore,20,2017
22445,Thore,17,2018
22446,Thore,23,2019
22447,Thore,15,2020
22448,Thore,16,2021
22449,Thore,7,2022
22450,Thorin,7,2014
22451,Thorin,7,2015
22452,Thorin,2,2016
22453,Thorin,4,2017
22454,Thorin,3,2020
22455,Thorin,2,2022
22456,Thorsten,2,2018
22457,Thorvi,2,2020
22458,Thorvi,2,2021
22459,Thu,3,2012
22460,Thu,3,2013
22461,Thu,5,2014
22462,Thu,4,2015
22463,Thu,2,2016
22464,Thu,2,2019
22465,Thuc,2,2013
22466,Thure,2,2014
22467,Thuy,4,2012
22468,Thuy,2,2015
22469,Thuân,2,2012
22470,Thy,2,2016
22471,Thy,2,2021
22472,Thyra,2,2014
22473,Thành,2,2013
22474,Thành,3,2014
22475,Thành,2,2015
22476,Thành,3,2016
22477,Thành,4,2021
22478,Thái,2,2015
22479,Théo,2,2013
22480,Théo,2,2015
22481,Théo,2,2016
22482,Théo,2,2020
22483,Théodore,2,2019
22484,Thùy,2,2015
22485,Thư,3,2016
22486,Thư,2,2018
22487,Thư,2,2019
22488,Thư,2,2020
22489,Thảo,15,2014
22490,Thảo,4,2015
22491,Thảo,2,2016
22492,Thảo,5,2018
22493,Thảo,2,2019
22494,Thảo,2,2020
22495,Thế,2,2021
22496,Thị,3,2012
22497,Thịnh,2,2015
22498,Thủy,2,2015
22499,Tia,2,2013
22500,Tia,6,2015
22501,Tia,2,2018
22502,Tia,2,2022
22503,Tiago,2,2013
22504,Tiago,4,2014
22505,Tiago,15,2015
22506,Tiago,3,2016
22507,Tiago,2,2017
22508,Tiago,4,2018
22509,Tiago,8,2020
22510,Tiago,6,2021
22511,Tiago,5,2022
22512,Tiam,2,2015
22513,Tiam,3,2020
22514,Tiam,6,2021
22515,Tiam,2,2022
22516,Tian,2,2014
22517,Tian,3,2016
22518,Tian,2,2017
22519,Tian,2,2020
22520,Tian,4,2022
22521,Tiana,9,2013
22522,Tiana,5,2014
22523,Tiana,2,2016
22524,Tiana,4,2017
22525,Tiana,5,2019
22526,Tiana,4,2020
22527,Tiana,3,2021
22528,Tiara,2,2012
22529,Tiara,2,2013
22530,Tiara,2,2014
22531,Tiara,2,2017
22532,Tiara,3,2022
22533,Tiberius,4,2012
22534,Tiberius,9,2014
22535,Tiberius,8,2015
22536,Tiberius,10,2016
22537,Tiberius,7,2017
22538,Tiberius,4,2018
22539,Tiberius,2,2020
22540,Tiberius,2,2021
22541,Tibet,2,2014
22542,Tibet,2,2015
22543,Tibet,2,2017
22544,Tibor,2,2014
22545,Tibor,2,2020
22546,Tien,2,2012
22547,Tien,2,2014
22548,Tien,2,2016
22549,Tien,2,2018
22550,Tiffany,2,2014
22551,Tiffany,2,2018
22552,Tiffany,2,2020
22553,Tiger,3,2014
22554,Tigran,2,2012
22555,Tigran,2,2020
22556,Tihi,2,2015
22557,Tijana,2,2015
22558,Tijana,2,2016
22559,Til,12,2012
22560,Til,20,2013
22561,Til,19,2014
22562,Til,6,2015
22563,Til,2,2016
22564,Til,3,2017
22565,Til,4,2018
22566,Til,4,2019
22567,Til,2,2020
22568,Tilda,28,2012
22569,Tilda,22,2013
22570,Tilda,47,2014
22571,Tilda,49,2015
22572,Tilda,57,2016
22573,Tilda,70,2017
22574,Tilda,69,2018
22575,Tilda,67,2019
22576,Tilda,57,2020
22577,Tilda,77,2021
22578,Tilda,68,2022
22579,Tilia,3,2016
22580,Tilia,2,2017
22581,Tilia,4,2021
22582,Till,38,2012
22583,Till,51,2013
22584,Till,54,2014
22585,Till,42,2015
22586,Till,57,2016
22587,Till,48,2017
22588,Till,36,2018
22589,Till,47,2019
22590,Till,43,2020
22591,Till,41,2021
22592,Till,34,2022
22593,Tilla,2,2014
22594,Tilla,2,2020
22595,Tilla,2,2021
22596,Tillman,2,2015
22597,Tillmann,2,2013
22598,Tillmann,4,2014
22599,Tillmann,2,2016
22600,Tillmann,2,2018
22601,Tilly,2,2021
22602,Tilman,6,2012
22603,Tilman,2,2013
22604,Tilman,2,2014
22605,Tilman,2,2015
22606,Tilman,2,2020
22607,Tilman,2,2021
22608,Tilmann,2,2013
22609,Tilmann,2,2019
22610,Tilo,2,2013
22611,Tilo,2,2015
22612,Tilo,3,2020
22613,Tim,164,2012
22614,Tim,165,2013
22615,Tim,141,2014
22616,Tim,160,2015
22617,Tim,131,2016
22618,Tim,99,2017
22619,Tim,76,2018
22620,Tim,91,2019
22621,Tim,70,2020
22622,Tim,82,2021
22623,Tim,38,2022
22624,Timea,2,2012
22625,Timea,2,2014
22626,Timea,2,2015
22627,Timea,2,2017
22628,Timeo,2,2020
22629,Timm,3,2012
22630,Timm,2,2013
22631,Timm,2,2014
22632,Timo,43,2012
22633,Timo,39,2013
22634,Timo,40,2014
22635,Timo,41,2015
22636,Timo,56,2016
22637,Timo,31,2017
22638,Timo,26,2018
22639,Timo,16,2019
22640,Timo,18,2020
22641,Timo,27,2021
22642,Timo,17,2022
22643,Timon,10,2012
22644,Timon,11,2013
22645,Timon,11,2014
22646,Timon,6,2015
22647,Timon,4,2016
22648,Timon,4,2018
22649,Timotei,2,2012
22650,Timotei,2,2017
22651,Timotheus,2,2015
22652,Timothy,2,2012
22653,Timothy,2,2013
22654,Timothy,4,2014
22655,Timothy,7,2015
22656,Timothy,2,2021
22657,Timur,9,2012
22658,Timur,7,2013
22659,Timur,13,2014
22660,Timur,22,2015
22661,Timur,16,2016
22662,Timur,11,2017
22663,Timur,14,2018
22664,Timur,19,2019
22665,Timur,14,2020
22666,Timur,8,2021
22667,Timur,11,2022
22668,Tina,2,2012
22669,Tina,3,2013
22670,Tina,4,2015
22671,Tina,5,2016
22672,Tina,6,2018
22673,Tina,5,2019
22674,Tina,5,2020
22675,Tina,8,2021
22676,Tina,4,2022
22677,Tino,4,2012
22678,Tino,10,2013
22679,Tino,11,2014
22680,Tino,8,2015
22681,Tino,4,2016
22682,Tino,2,2017
22683,Tino,4,2018
22684,Tino,3,2020
22685,Tino,7,2021
22686,Tino,11,2022
22687,Tito,2,2014
22688,Titus,15,2012
22689,Titus,12,2013
22690,Titus,19,2014
22691,Titus,17,2015
22692,Titus,19,2016
22693,Titus,17,2017
22694,Titus,16,2018
22695,Titus,13,2019
22696,Titus,13,2020
22697,Titus,16,2021
22698,Titus,8,2022
22699,Tius,2,2020
22700,Tizian,4,2012
22701,Tizian,2,2014
22702,Tizian,2,2016
22703,Tiên,2,2015
22704,Tiên,2,2016
22705,Tiên,2,2017
22706,Tiên,2,2018
22707,Tiên,2,2020
22708,Tiên,2,2021
22709,Tiến,2,2014
22710,Tiến,2,2017
22711,Tjara,2,2014
22712,Tjark,5,2012
22713,Tjark,2,2016
22714,Tjelvar,2,2021
22715,Tjørnelund,2,2018
22716,Tobias,83,2012
22717,Tobias,67,2013
22718,Tobias,69,2014
22719,Tobias,58,2015
22720,Tobias,64,2016
22721,Tobias,53,2017
22722,Tobias,43,2018
22723,Tobias,38,2019
22724,Tobias,27,2020
22725,Tobias,20,2021
22726,Tobias,13,2022
22727,Toke,2,2012
22728,Tolga,2,2014
22729,Tom,104,2012
22730,Tom,78,2013
22731,Tom,97,2014
22732,Tom,109,2015
22733,Tom,85,2016
22734,Tom,73,2017
22735,Tom,71,2018
22736,Tom,59,2019
22737,Tom,50,2020
22738,Tom,70,2021
22739,Tom,33,2022
22740,Toma,2,2019
22741,Tomas,4,2019
22742,Tomasz,2,2012
22743,Tomasz,4,2013
22744,Tomasz,6,2014
22745,Tomasz,2,2015
22746,Tomasz,2,2019
22747,Tomasz,4,2020
22748,Tomke,3,2014
22749,Tomke,2,2018
22750,Tomke,2,2019
22751,Tomma,2,2013
22752,Tomma,2,2015
22753,Tomma,2,2016
22754,Tommen,2,2019
22755,Tommy,5,2012
22756,Tommy,7,2013
22757,Tommy,10,2014
22758,Tommy,9,2015
22759,Tommy,7,2016
22760,Tommy,5,2017
22761,Tommy,3,2018
22762,Tommy,7,2019
22763,Tommy,6,2020
22764,Tommy,4,2021
22765,Tommy,7,2022
22766,Tonda,3,2021
22767,Toni,33,2012
22768,Toni,50,2013
22769,Toni,41,2014
22770,Toni,49,2015
22771,Toni,38,2016
22772,Toni,37,2017
22773,Toni,47,2018
22774,Toni,58,2019
22775,Toni,51,2020
22776,Toni,49,2021
22777,Toni,47,2022
22778,Tonia,2,2016
22779,Tony,15,2012
22780,Tony,18,2013
22781,Tony,18,2014
22782,Tony,19,2015
22783,Tony,42,2016
22784,Tony,30,2017
22785,Tony,11,2018
22786,Tony,12,2019
22787,Tony,29,2020
22788,Tony,14,2021
22789,Tony,20,2022
22790,Toprak,2,2012
22791,Toprak,2,2014
22792,Toprak,5,2015
22793,Toprak,9,2016
22794,Toprak,4,2017
22795,Toprak,2,2018
22796,Toprak,2,2019
22797,Torben,3,2013
22798,Tore,2,2013
22799,Tore,2,2016
22800,Torin,2,2015
22801,Torin,2,2018
22802,Torsten,6,2013
22803,Torsten,3,2014
22804,Torsten,3,2018
22805,Tosca,2,2016
22806,Tove,2,2021
22807,Tra,2,2016
22808,Tracy,4,2013
22809,Tracy,2,2014
22810,Tracy,2,2015
22811,Tracy,2,2016
22812,Tram,2,2017
22813,Tran,3,2013
22814,Tran,2,2014
22815,Tran,3,2015
22816,Tran,2,2016
22817,Tran,5,2022
22818,Trang,6,2012
22819,Trang,3,2013
22820,Trang,2,2016
22821,Travis,4,2013
22822,Travis,2,2022
22823,Tri,2,2013
22824,Tri,2,2017
22825,Trim,2,2018
22826,Trim,2,2019
22827,Trim,2,2020
22828,Trinh,2,2013
22829,Trinh,2,2020
22830,Trisha,2,2012
22831,Tristan,33,2012
22832,Tristan,29,2013
22833,Tristan,39,2014
22834,Tristan,25,2015
22835,Tristan,21,2016
22836,Tristan,17,2017
22837,Tristan,20,2018
22838,Tristan,11,2019
22839,Tristan,19,2020
22840,Tristan,16,2021
22841,Tristan,15,2022
22842,Troi,2,2022
22843,Trudi,2,2015
22844,Trudi,2,2020
22845,Trung,3,2014
22846,Trung,2,2015
22847,Trung,2,2018
22848,Trung,2,2020
22849,Trâm,2,2021
22850,Trân,2,2012
22851,Trân,2,2014
22852,Trân,2,2015
22853,Trần,2,2015
22854,Trần,2,2016
22855,Trần,2,2018
22856,Trần,3,2020
22857,Trần,2,2021
22858,Trọng,2,2015
22859,Trọng,2,2016
22860,Tselmeg,2,2015
22861,Tu,2,2021
22862,Tuan,4,2012
22863,Tuan,2,2013
22864,Tuan,5,2014
22865,Tuan,2,2015
22866,Tuan,2,2016
22867,Tuan,2,2018
22868,Tuan,2,2019
22869,Tuan,2,2021
22870,Tuan,2,2022
22871,Tuana,30,2012
22872,Tuana,27,2013
22873,Tuana,11,2014
22874,Tuana,18,2015
22875,Tuana,24,2016
22876,Tuana,8,2017
22877,Tuana,11,2018
22878,Tuana,18,2019
22879,Tuana,7,2020
22880,Tuana,12,2021
22881,Tuana,9,2022
22882,Tuba,2,2013
22883,Tuba,2,2018
22884,Tudor,2,2022
22885,Tue,2,2017
22886,Tufan,2,2016
22887,Tulin,2,2018
22888,Tulin,3,2020
22889,Tuna,2,2020
22890,Tunahan,2,2013
22891,Tuong,2,2013
22892,Turan,2,2012
22893,Turan,2,2013
22894,Turan,2,2014
22895,Turan,3,2015
22896,Turan,2,2017
22897,Turan,2,2020
22898,Turan,2,2022
22899,Tusem,2,2014
22900,Tusem,2,2021
22901,Tuuli,4,2019
22902,Tuğra,4,2012
22903,Tuğra,2,2013
22904,Tuğra,2,2014
22905,Tuğra,2,2015
22906,Tuğra,2,2017
22907,Tuğra,3,2018
22908,Tuğçe,2,2016
22909,Tuğçe,2,2020
22910,Tuấn,4,2014
22911,Tuấn,3,2015
22912,Tuấn,5,2017
22913,Tuấn,2,2018
22914,Tyler,35,2012
22915,Tyler,26,2013
22916,Tyler,25,2014
22917,Tyler,26,2015
22918,Tyler,13,2016
22919,Tyler,15,2017
22920,Tyler,11,2018
22921,Tyler,4,2019
22922,Tyler,5,2020
22923,Tyler,5,2021
22924,Tyler-jerome,2,2015
22925,Tymon,3,2014
22926,Tymon,2,2021
22927,Tyra,4,2014
22928,Tyren,2,2017
22929,Tyron,3,2013
22930,Tyron,5,2014
22931,Tyron,2,2016
22932,Tyrone,2,2013
22933,Tyrone,2,2014
22934,Tyrone,2,2015
22935,Tyson,2,2013
22936,Tâm,2,2021
22937,Tâm,2,2022
22938,Tùng,3,2014
22939,Tùng,3,2015
22940,Tülin,2,2018
22941,Türkan,2,2014
22942,Udo,2,2014
22943,Udo,7,2016
22944,Udo,2,2022
22945,Ulf,2,2014
22946,Ulf,2,2021
22947,Ulla,2,2020
22948,Ulrich,7,2012
22949,Ulrich,6,2013
22950,Ulrich,10,2014
22951,Ulrich,8,2015
22952,Ulrich,19,2016
22953,Ulrich,5,2017
22954,Ulrich,10,2018
22955,Ulrich,5,2019
22956,Ulrich,3,2020
22957,Ulrich,8,2021
22958,Ulrich,6,2022
22959,Ulrike,6,2012
22960,Ulrike,6,2013
22961,Ulrike,11,2014
22962,Ulrike,2,2020
22963,Ulysses,2,2014
22964,Uma,2,2014
22965,Uma,2,2015
22966,Uma,3,2019
22967,Uma,2,2020
22968,Uma,2,2021
22969,Umar,4,2016
22970,Umar,6,2017
22971,Umar,2,2020
22972,Umar,2,2022
22973,Umay,2,2015
22974,Umay,2,2016
22975,Umay,2,2021
22976,Umeyr,2,2015
22977,Umeyr,4,2021
22978,Umut,8,2012
22979,Umut,18,2013
22980,Umut,12,2014
22981,Umut,7,2015
22982,Umut,21,2016
22983,Umut,11,2017
22984,Umut,21,2018
22985,Umut,9,2019
22986,Umut,15,2020
22987,Umut,10,2021
22988,Umut,13,2022
22989,Umutcan,2,2017
22990,Una,2,2015
22991,Una,4,2020
22992,Una,4,2021
22993,Una,4,2022
22994,Undine,2,2014
22995,Unik,2,2020
22996,Uraz,2,2020
22997,Uraz,2,2021
22998,Uri,2,2016
22999,Ursula,13,2012
23000,Ursula,14,2013
23001,Ursula,13,2014
23002,Ursula,14,2015
23003,Ursula,4,2016
23004,Ursula,6,2018
23005,Ursula,2,2019
23006,Ursula,2,2020
23007,Ursula,4,2021
23008,Ursula,2,2022
23009,Usain,2,2013
23010,Uta,4,2012
23011,Ute,2,2014
23012,Ute,5,2016
23013,Ute,3,2018
23014,Uwe,13,2012
23015,Uwe,13,2013
23016,Uwe,11,2014
23017,Uwe,23,2015
23018,Uwe,11,2016
23019,Uwe,6,2017
23020,Uwe,6,2018
23021,Uwe,2,2019
23022,Uwe,8,2020
23023,Uwe,7,2021
23024,Uwe,4,2022
23025,Uyen,3,2012
23026,Uyen,4,2013
23027,Uyên,3,2012
23028,Uyên,2,2014
23029,Uyên,2,2016
23030,Uyên,2,2017
23031,Uğur,2,2012
23032,Uğur,2,2013
23033,Uğur,2,2014
23034,Uğur,2,2016
23035,Uğur,2,2019
23036,Vadim,2,2012
23037,Vadim,2,2016
23038,Vadim,2,2017
23039,Vadim,4,2021
23040,Vaiana,2,2017
23041,Vaiana,4,2020
23042,Vaiana,3,2021
23043,Valea,2,2015
23044,Valea,2,2016
23045,Valea,8,2022
23046,Valencia,2,2018
23047,Valentin,111,2012
23048,Valentin,115,2013
23049,Valentin,131,2014
23050,Valentin,159,2015
23051,Valentin,139,2016
23052,Valentin,157,2017
23053,Valentin,168,2018
23054,Valentin,136,2019
23055,Valentin,162,2020
23056,Valentin,164,2021
23057,Valentin,132,2022
23058,Valentina,83,2012
23059,Valentina,81,2013
23060,Valentina,72,2014
23061,Valentina,80,2015
23062,Valentina,71,2016
23063,Valentina,85,2017
23064,Valentina,76,2018
23065,Valentina,77,2019
23066,Valentina,71,2020
23067,Valentina,75,2021
23068,Valentina,66,2022
23069,Valentine,2,2012
23070,Valentine,4,2016
23071,Valentine,2,2017
23072,Valentine,2,2019
23073,Valentine,2,2022
23074,Valentino,16,2012
23075,Valentino,12,2013
23076,Valentino,19,2014
23077,Valentino,13,2015
23078,Valentino,12,2016
23079,Valentino,7,2017
23080,Valentino,9,2018
23081,Valentino,11,2019
23082,Valentino,16,2020
23083,Valentino,9,2021
23084,Valentino,7,2022
23085,Valentinov,2,2019
23086,Valentinova,2,2018
23087,Valeria,7,2012
23088,Valeria,16,2013
23089,Valeria,19,2014
23090,Valeria,22,2015
23091,Valeria,26,2016
23092,Valeria,11,2017
23093,Valeria,10,2018
23094,Valeria,9,2019
23095,Valeria,13,2020
23096,Valeria,13,2021
23097,Valeria,19,2022
23098,Valerian,2,2013
23099,Valerian,9,2018
23100,Valerian,2,2019
23101,Valerian,4,2020
23102,Valerian,4,2021
23103,Valerian,4,2022
23104,Valerie,23,2012
23105,Valerie,19,2013
23106,Valerie,15,2014
23107,Valerie,19,2015
23108,Valerie,37,2016
23109,Valerie,10,2017
23110,Valerie,14,2018
23111,Valerie,9,2019
23112,Valerie,17,2020
23113,Valerie,21,2021
23114,Valerie,13,2022
23115,Valerija,2,2013
23116,Valerija,2,2015
23117,Valerija,2,2016
23118,Valerijo,2,2014
23119,Valerio,2,2012
23120,Valerio,6,2013
23121,Valerio,6,2018
23122,Valerio,3,2021
23123,Valerio,2,2022
23124,Valeska,2,2016
23125,Valeska,2,2017
23126,Valev,2,2021
23127,Valérie,2,2016
23128,Van,2,2013
23129,Van,4,2020
23130,Van,2,2021
23131,Vanesa,4,2014
23132,Vanesa,2,2016
23133,Vanesa,2,2022
23134,Vanessa,46,2012
23135,Vanessa,30,2013
23136,Vanessa,35,2014
23137,Vanessa,37,2015
23138,Vanessa,37,2016
23139,Vanessa,27,2017
23140,Vanessa,18,2018
23141,Vanessa,14,2019
23142,Vanessa,13,2020
23143,Vanessa,8,2021
23144,Vanessa,10,2022
23145,Vanja,2,2021
23146,Varian,2,2020
23147,Varvara,2,2022
23148,Vasco,2,2020
23149,Vasile,2,2018
23150,Vasile,2,2019
23151,Vasile,2,2022
23152,Vasilev,2,2017
23153,Vasilije,3,2015
23154,Vasilije,2,2020
23155,Vasilisa,2,2022
23156,Vassilios,2,2020
23157,Vatersname),2,2012
23158,Vatersname),2,2013
23159,Veda,2,2021
23160,Veerapen,2,2022
23161,Veit,2,2012
23162,Veit,3,2013
23163,Veit,4,2014
23164,Veit,7,2015
23165,Veit,3,2016
23166,Veit,4,2018
23167,Veit,2,2019
23168,Veit,2,2020
23169,Veit,2,2021
23170,Veli,2,2014
23171,Veli,2,2021
23172,Velma,2,2014
23173,Venezia,2,2014
23174,Vera,14,2012
23175,Vera,11,2013
23176,Vera,11,2014
23177,Vera,10,2015
23178,Vera,19,2016
23179,Vera,4,2017
23180,Vera,2,2018
23181,Vera,10,2019
23182,Vera,4,2020
23183,Vera,12,2021
23184,Vera,7,2022
23185,Verena,3,2012
