,vorname,anzahl,geschlecht,jahr,bezirk
251904,Fin,2,m,2016,spandau
7262,Fina,2,w,2014,charlottenburg-wilmersdorf
326727,Fina,2,w,2022,tempelhof-schoeneberg
62761,Fina,2,w,2018,friedrichshain-kreuzberg
45567,Fina,2,w,2013,friedrichshain-kreuzberg
106069,Fina,2,w,2022,lichtenberg
219410,Findus,2,m,2020,pankow
215960,Fine,2,w,2019,pankow
196785,Fine,2,w,2012,pankow
10676,Fine,2,w,2015,charlottenburg-wilmersdorf
103711,Fine,2,w,2021,lichtenberg
62987,Fine,2,w,2018,friedrichshain-kreuzberg
42782,Fine,2,w,2012,friedrichshain-kreuzberg
247012,Fine,2,w,2014,spandau
17470,Fine,3,w,2017,charlottenburg-wilmersdorf
289400,Fine,2,w,2013,tempelhof-schoeneberg
226356,Fine,2,w,2022,pankow
286220,Fine,2,w,2012,tempelhof-schoeneberg
199059,Fine,3,w,2013,pankow
212568,Fine,2,w,2018,pankow
302813,Fine,3,w,2017,tempelhof-schoeneberg
166731,Finia,2,w,2012,neukoelln
196615,Finia,3,w,2012,pankow
209350,Finia,2,w,2017,pankow
296102,Finian,2,m,2015,tempelhof-schoeneberg
321793,Finian,2,m,2021,tempelhof-schoeneberg
85308,Finian,2,m,2013,lichtenberg
218695,Finja,7,w,2020,pankow
84891,Finja,7,w,2013,lichtenberg
42378,Finja,6,w,2012,friedrichshain-kreuzberg
244445,Finja,6,w,2013,spandau
54625,Finja,3,w,2016,friedrichshain-kreuzberg
194036,Finja,2,w,2022,neukoelln
276235,Finja,2,w,2015,steglitz-zehlendorf
235458,Finja,3,w,2017,reinickendorf
196403,Finja,7,w,2012,pankow
263566,Finja,6,w,2020,spandau
212092,Finja,4,w,2018,pankow
330385,Finja,3,w,2012,treptow-koepenick
13586,Finja,6,w,2016,charlottenburg-wilmersdorf
254089,Finja,5,w,2017,spandau
58156,Finja,3,w,2017,friedrichshain-kreuzberg
222157,Finja,11,w,2021,pankow
342524,Finja,3,w,2022,treptow-koepenick
166536,Finja,3,w,2012,neukoelln
113091,Finja,4,w,2017,marzahn-hellersdorf
142793,Finja,4,w,2018,mitte
206229,Finja,5,w,2016,pankow
10156,Finja,7,w,2015,charlottenburg-wilmersdorf
171890,Finja,3,w,2014,neukoelln
75169,Finja,3,w,2021,friedrichshain-kreuzberg
246756,Finja,4,w,2014,spandau
298,Finja,5,w,2012,charlottenburg-wilmersdorf
277137,Finja,3,w,2016,steglitz-zehlendorf
335620,Finja,2,w,2017,treptow-koepenick
105936,Finja,3,w,2022,lichtenberg
83166,Finja,5,w,2012,lichtenberg
273283,Finja,4,w,2012,steglitz-zehlendorf
341024,Finja,4,w,2021,treptow-koepenick
48150,Finja,4,w,2014,friedrichshain-kreuzberg
130786,Finja,3,w,2015,mitte
62159,Finja,9,w,2018,friedrichshain-kreuzberg
34848,Finja,2,w,2021,charlottenburg-wilmersdorf
93186,Finja,4,w,2017,lichtenberg
321179,Finja,4,w,2021,tempelhof-schoeneberg
298945,Finja,6,w,2016,tempelhof-schoeneberg
260251,Finja,7,w,2019,spandau
337047,Finja,2,w,2018,treptow-koepenick
201090,Finja,11,w,2014,pankow
17132,Finja,6,w,2017,charlottenburg-wilmersdorf
332358,Finja,3,w,2014,treptow-koepenick
169050,Finja,4,w,2013,neukoelln
7264,Finja,2,w,2014,charlottenburg-wilmersdorf
292188,Finja,7,w,2014,tempelhof-schoeneberg
114507,Finja,2,w,2018,marzahn-hellersdorf
79229,Finja,4,w,2022,friedrichshain-kreuzberg
108366,Finja,3,w,2012,marzahn-hellersdorf
326151,Finja,3,w,2022,tempelhof-schoeneberg
275241,Finja,3,w,2014,steglitz-zehlendorf
203489,Finja,11,w,2015,pankow
30034,Finja,5,w,2020,charlottenburg-wilmersdorf
334460,Finja,2,w,2016,treptow-koepenick
188476,Finja,6,w,2020,neukoelln
127061,Finja,4,w,2014,mitte
281874,Finja,3,w,2020,steglitz-zehlendorf
116724,Finja,3,w,2020,marzahn-hellersdorf
98522,Finja,2,w,2019,lichtenberg
283149,Finja,2,w,2021,steglitz-zehlendorf
98437,Finja,3,w,2019,lichtenberg
174434,Finja,6,w,2015,neukoelln
90922,Finja,7,w,2016,lichtenberg
288872,Finja,6,w,2013,tempelhof-schoeneberg
257247,Finja,4,w,2018,spandau
110263,Finja,2,w,2014,marzahn-hellersdorf
316217,Finja,7,w,2020,tempelhof-schoeneberg
215359,Finja,5,w,2019,pankow
198839,Finja,7,w,2013,pankow
311937,Finja,4,w,2019,tempelhof-schoeneberg
251580,Finja,4,w,2016,spandau
112055,Finja,4,w,2016,marzahn-hellersdorf
249283,Finja,3,w,2015,spandau
285583,Finja,13,w,2012,tempelhof-schoeneberg
3547,Finja,6,w,2013,charlottenburg-wilmersdorf
284459,Finja,2,w,2022,steglitz-zehlendorf
89201,Finja,2,w,2015,lichtenberg
71149,Finja,3,w,2020,friedrichshain-kreuzberg
26088,Finja,3,w,2019,charlottenburg-wilmersdorf
333451,Finja,2,w,2015,treptow-koepenick
157275,Finja,3,w,2021,mitte
208609,Finja,10,w,2017,pankow
34339,Finja,3,w,2021,charlottenburg-wilmersdorf
95913,Finja,3,w,2018,lichtenberg
111030,Finja,5,w,2015,marzahn-hellersdorf
51366,Finja,3,w,2015,friedrichshain-kreuzberg
123612,Finja,4,w,2013,mitte
225874,Finja,8,w,2022,pankow
242150,Finja,6,w,2012,spandau
267307,Finja,2,w,2021,spandau
162066,Finja,2,w,2022,mitte
134712,Finja,2,w,2016,mitte
302559,Finja,6,w,2017,tempelhof-schoeneberg
101039,Finja,3,w,2020,lichtenberg
307365,Finja,4,w,2018,tempelhof-schoeneberg
152620,Finja,3,w,2020,mitte
21903,Finja,3,w,2018,charlottenburg-wilmersdorf
138339,Finja,3,w,2017,mitte
115659,Finja,3,w,2019,marzahn-hellersdorf
120065,Finja,4,w,2012,mitte
86850,Finja,7,w,2014,lichtenberg
109305,Finja,2,w,2013,marzahn-hellersdorf
299555,Finjas,2,m,2016,tempelhof-schoeneberg
194153,Finjas,2,m,2022,neukoelln
260904,Finjas,2,m,2019,spandau
270726,Finlay,2,m,2022,spandau
108431,Finlay,2,m,2012,marzahn-hellersdorf
177632,Finlay,2,m,2016,neukoelln
333484,Finlay,2,m,2015,treptow-koepenick
242518,Finlay,2,m,2012,spandau
334475,Finlay,2,m,2016,treptow-koepenick
120128,Finley,4,m,2012,mitte
242379,Finley,3,m,2012,spandau
51689,Finley,2,m,2015,friedrichshain-kreuzberg
180200,Finley,2,m,2017,neukoelln
108433,Finley,2,m,2012,marzahn-hellersdorf
157668,Finley,2,m,2021,mitte
166482,Finley,4,m,2012,neukoelln
96009,Finley,2,m,2018,lichtenberg
206134,Finley,8,m,2016,pankow
152641,Finley,3,m,2020,mitte
199005,Finley,4,m,2013,pankow
257379,Finley,3,m,2018,spandau
229428,Finley,2,m,2012,reinickendorf
222836,Finley,2,m,2021,pankow
296104,Finley,2,m,2015,tempelhof-schoeneberg
10713,Finley,2,m,2015,charlottenburg-wilmersdorf
58208,Finley,3,m,2017,friedrichshain-kreuzberg
274392,Finley,2,m,2013,steglitz-zehlendorf
91056,Finley,4,m,2016,lichtenberg
312642,Finley,2,m,2019,tempelhof-schoeneberg
98667,Finley,2,m,2019,lichtenberg
62790,Finley,2,m,2018,friedrichshain-kreuzberg
42633,Finley,3,m,2012,friedrichshain-kreuzberg
226476,Finley,2,m,2022,pankow
48585,Finley,2,m,2014,friedrichshain-kreuzberg
203554,Finley,8,m,2015,pankow
307837,Finley,2,m,2018,tempelhof-schoeneberg
337060,Finley,2,m,2018,treptow-koepenick
331489,Finley,2,m,2013,treptow-koepenick
240,Finley,7,m,2012,charlottenburg-wilmersdorf
4112,Finley,2,m,2013,charlottenburg-wilmersdorf
212036,Finley,5,m,2018,pankow
62586,Finley,3,m,2018,friedrichshain-kreuzberg
208821,Finley,5,m,2017,pankow
263845,Finley,3,m,2020,spandau
93293,Finley,3,m,2017,lichtenberg
109262,Finley,3,m,2013,marzahn-hellersdorf
89254,Finley,2,m,2015,lichtenberg
83120,Finley,7,m,2012,lichtenberg
112118,Finley,3,m,2016,marzahn-hellersdorf
7325,Finley,2,m,2014,charlottenburg-wilmersdorf
330482,Finley,2,m,2012,treptow-koepenick
79683,Finley,2,m,2022,friedrichshain-kreuzberg
111085,Finley,3,m,2015,marzahn-hellersdorf
177634,Finley,2,m,2016,neukoelln
317115,Finley,2,m,2020,tempelhof-schoeneberg
110182,Finley,3,m,2014,marzahn-hellersdorf
333392,Finley,3,m,2015,treptow-koepenick
45698,Finley,2,m,2013,friedrichshain-kreuzberg
169423,Finley,2,m,2013,neukoelln
196388,Finley,8,m,2012,pankow
201409,Finley,3,m,2014,pankow
308065,Finley,2,m,2018,tempelhof-schoeneberg
106158,Finley,2,m,2022,lichtenberg
263506,Finn,9,m,2020,spandau
106018,Finn,3,m,2022,lichtenberg
118767,Finn,5,m,2022,marzahn-hellersdorf
333281,Finn,9,m,2015,treptow-koepenick
251381,Finn,15,m,2016,spandau
108279,Finn,8,m,2012,marzahn-hellersdorf
335373,Finn,8,m,2017,treptow-koepenick
203390,Finn,27,m,2015,pankow
50959,Finn,23,m,2015,friedrichshain-kreuzberg
171559,Finn,14,m,2014,neukoelln
302550,Finn,6,m,2017,tempelhof-schoeneberg
130443,Finn,11,m,2015,mitte
123424,Finn,10,m,2013,mitte
88742,Finn,33,m,2015,lichtenberg
179890,Finn,6,m,2017,neukoelln
263592,Finn,5,m,2020,spandau
137940,Finn,9,m,2017,mitte
325641,Finn,19,m,2022,tempelhof-schoeneberg
42280,Finn,10,m,2012,friedrichshain-kreuzberg
57804,Finn,7,m,2017,friedrichshain-kreuzberg
117831,Finn,2,m,2021,marzahn-hellersdorf
156882,Finn,12,m,2021,mitte
137,Finn,12,m,2012,charlottenburg-wilmersdorf
231669,Finn,7,m,2014,reinickendorf
330324,Finn,5,m,2012,treptow-koepenick
13439,Finn,14,m,2016,charlottenburg-wilmersdorf
70736,Finn,11,m,2020,friedrichshain-kreuzberg
283063,Finn,4,m,2021,steglitz-zehlendorf
246540,Finn,21,m,2014,spandau
306936,Finn,21,m,2018,tempelhof-schoeneberg
230460,Finn,4,m,2013,reinickendorf
126774,Finn,15,m,2014,mitte
320767,Finn,20,m,2021,tempelhof-schoeneberg
21314,Finn,17,m,2018,charlottenburg-wilmersdorf
342585,Finn,3,m,2022,treptow-koepenick
95790,Finn,4,m,2018,lichtenberg
95615,Finn,14,m,2018,lichtenberg
191190,Finn,10,m,2021,neukoelln
222069,Finn,25,m,2021,pankow
281824,Finn,4,m,2020,steglitz-zehlendorf
57742,Finn,10,m,2017,friedrichshain-kreuzberg
273387,Finn,2,m,2012,steglitz-zehlendorf
182851,Finn,3,m,2018,neukoelln
237994,Finn,2,m,2019,reinickendorf
142914,Finn,3,m,2018,mitte
242022,Finn,22,m,2012,spandau
168812,Finn,20,m,2013,neukoelln
229316,Finn,3,m,2012,reinickendorf
25883,Finn,4,m,2019,charlottenburg-wilmersdorf
266629,Finn,10,m,2021,spandau
185895,Finn,2,m,2019,neukoelln
116669,Finn,8,m,2020,marzahn-hellersdorf
17175,Finn,5,m,2017,charlottenburg-wilmersdorf
111984,Finn,12,m,2016,marzahn-hellersdorf
331291,Finn,7,m,2013,treptow-koepenick
316406,Finn,4,m,2020,tempelhof-schoeneberg
298737,Finn,19,m,2016,tempelhof-schoeneberg
248947,Finn,21,m,2015,spandau
134109,Finn,10,m,2016,mitte
191736,Finn,2,m,2021,neukoelln
208523,Finn,22,m,2017,pankow
29755,Finn,14,m,2020,charlottenburg-wilmersdorf
194279,Finn,2,m,2022,neukoelln
239012,Finn,4,m,2020,reinickendorf
311576,Finn,16,m,2019,tempelhof-schoeneberg
339655,Finn,4,m,2020,treptow-koepenick
280646,Finn,4,m,2019,steglitz-zehlendorf
270162,Finn,5,m,2022,spandau
260197,Finn,10,m,2019,spandau
260723,Finn,2,m,2019,spandau
152564,Finn,3,m,2020,mitte
240194,Finn,2,m,2021,reinickendorf
235438,Finn,4,m,2017,reinickendorf
225895,Finn,8,m,2022,pankow
66698,Finn,4,m,2019,friedrichshain-kreuzberg
34290,Finn,4,m,2021,charlottenburg-wilmersdorf
232986,Finn,5,m,2015,reinickendorf
307229,Finn,5,m,2018,tempelhof-schoeneberg
182664,Finn,7,m,2018,neukoelln
98182,Finn,12,m,2019,lichtenberg
279425,Finn,5,m,2018,steglitz-zehlendorf
292011,Finn,21,m,2014,tempelhof-schoeneberg
16918,Finn,17,m,2017,charlottenburg-wilmersdorf
54197,Finn,15,m,2016,friedrichshain-kreuzberg
86726,Finn,20,m,2014,lichtenberg
3390,Finn,15,m,2013,charlottenburg-wilmersdorf
98404,Finn,3,m,2019,lichtenberg
285529,Finn,22,m,2012,tempelhof-schoeneberg
302318,Finn,20,m,2017,tempelhof-schoeneberg
152089,Finn,15,m,2020,mitte
208788,Finn,5,m,2017,pankow
119844,Finn,10,m,2012,mitte
288673,Finn,22,m,2013,tempelhof-schoeneberg
174285,Finn,21,m,2015,neukoelln
274313,Finn,3,m,2013,steglitz-zehlendorf
311754,Finn,6,m,2019,tempelhof-schoeneberg
25611,Finn,11,m,2019,charlottenburg-wilmersdorf
110122,Finn,5,m,2014,marzahn-hellersdorf
340973,Finn,8,m,2021,treptow-koepenick
205966,Finn,25,m,2016,pankow
270013,Finn,10,m,2022,spandau
111008,Finn,6,m,2015,marzahn-hellersdorf
332269,Finn,7,m,2014,treptow-koepenick
33861,Finn,17,m,2021,charlottenburg-wilmersdorf
222485,Finn,4,m,2021,pankow
74918,Finn,7,m,2021,friedrichshain-kreuzberg
234243,Finn,4,m,2016,reinickendorf
281918,Finn,2,m,2020,steglitz-zehlendorf
278185,Finn,4,m,2017,steglitz-zehlendorf
66426,Finn,13,m,2019,friedrichshain-kreuzberg
74936,Finn,7,m,2021,friedrichshain-kreuzberg
79135,Finn,6,m,2022,friedrichshain-kreuzberg
198657,Finn,25,m,2013,pankow
188418,Finn,9,m,2020,neukoelln
212002,Finn,5,m,2018,pankow
6617,Finn,16,m,2014,charlottenburg-wilmersdorf
45036,Finn,16,m,2013,friedrichshain-kreuzberg
244318,Finn,21,m,2013,spandau
218504,Finn,29,m,2020,pankow
257086,Finn,8,m,2018,spandau
295375,Finn,14,m,2015,tempelhof-schoeneberg
342446,Finn,7,m,2022,treptow-koepenick
266795,Finn,5,m,2021,spandau
83028,Finn,19,m,2012,lichtenberg
48061,Finn,6,m,2014,friedrichshain-kreuzberg
62044,Finn,22,m,2018,friedrichshain-kreuzberg
115608,Finn,5,m,2019,marzahn-hellersdorf
218624,Finn,9,m,2020,pankow
114336,Finn,7,m,2018,marzahn-hellersdorf
157230,Finn,4,m,2021,mitte
71324,Finn,2,m,2020,friedrichshain-kreuzberg
338281,Finn,4,m,2019,treptow-koepenick
277089,Finn,5,m,2016,steglitz-zehlendorf
109174,Finn,8,m,2013,marzahn-hellersdorf
225776,Finn,18,m,2022,pankow
320917,Finn,9,m,2021,tempelhof-schoeneberg
253920,Finn,13,m,2017,spandau
105820,Finn,6,m,2022,lichtenberg
118916,Finn,2,m,2022,marzahn-hellersdorf
257549,Finn,2,m,2018,spandau
215096,Finn,24,m,2019,pankow
201601,Finn,2,w,2014,pankow
100773,Finn,18,m,2020,lichtenberg
147619,Finn,5,m,2019,mitte
276127,Finn,6,m,2015,steglitz-zehlendorf
147596,Finn,6,m,2019,mitte
84799,Finn,18,m,2013,lichtenberg
341278,Finn,2,m,2021,treptow-koepenick
10020,Finn,16,m,2015,charlottenburg-wilmersdorf
113027,Finn,9,m,2017,marzahn-hellersdorf
196206,Finn,40,m,2012,pankow
185526,Finn,8,m,2019,neukoelln
62358,Finn,4,m,2018,friedrichshain-kreuzberg
188776,Finn,2,m,2020,neukoelln
90827,Finn,15,m,2016,lichtenberg
325859,Finn,7,m,2022,tempelhof-schoeneberg
93388,Finn,2,m,2017,lichtenberg
161455,Finn,11,m,2022,mitte
38123,Finn,13,m,2022,charlottenburg-wilmersdorf
211709,Finn,27,m,2018,pankow
29932,Finn,6,m,2020,charlottenburg-wilmersdorf
200986,Finn,28,m,2014,pankow
162476,Finn,2,m,2022,mitte
254126,Finn,4,m,2017,spandau
116771,Finn,2,m,2020,marzahn-hellersdorf
316054,Finn,17,m,2020,tempelhof-schoeneberg
177159,Finn,7,m,2016,neukoelln
166218,Finn,21,m,2012,neukoelln
334231,Finn,13,m,2016,treptow-koepenick
21465,Finn,7,m,2018,charlottenburg-wilmersdorf
142512,Finn,11,m,2018,mitte
79303,Finn,4,m,2022,friedrichshain-kreuzberg
275150,Finn,9,m,2014,steglitz-zehlendorf
92986,Finn,19,m,2017,lichtenberg
339781,Finn,2,m,2020,treptow-koepenick
193762,Finn,7,m,2022,neukoelln
103435,Finn,8,m,2021,lichtenberg
336783,Finn,11,m,2018,treptow-koepenick
51691,Finn-Luca,2,m,2015,friedrichshain-kreuzberg
153049,Finn-Luca,2,m,2020,mitte
169425,Finn-Luca,2,m,2013,neukoelln
48587,Finn-Luca,2,m,2014,friedrichshain-kreuzberg
45700,Finnegan,2,m,2013,friedrichshain-kreuzberg
14137,Finnegan,2,m,2016,charlottenburg-wilmersdorf
206606,Finnegan,2,m,2016,pankow
209365,Finnick,2,m,2017,pankow
204028,Finnick,2,m,2015,pankow
341190,Finnick,2,m,2021,treptow-koepenick
242493,Finnja,2,w,2012,spandau
14106,Finnja,2,w,2016,charlottenburg-wilmersdorf
303361,Finnja,2,w,2017,tempelhof-schoeneberg
201603,Finnja,2,w,2014,pankow
196787,Finnja,2,w,2012,pankow
203997,Finnja,2,w,2015,pankow
166537,Finnja,3,w,2012,neukoelln
174840,Finnja,2,w,2015,neukoelln
215962,Finnja,2,w,2019,pankow
93295,Finnlay,3,m,2017,lichtenberg
204030,Finnlay,2,m,2015,pankow
89256,Finnlay,2,m,2015,lichtenberg
215368,Finnley,5,m,2019,pankow
235575,Finnley,2,m,2017,reinickendorf
58210,Finnley,3,m,2017,friedrichshain-kreuzberg
337062,Finnley,2,m,2018,treptow-koepenick
212268,Finnley,3,m,2018,pankow
17921,Finnley,2,m,2017,charlottenburg-wilmersdorf
115743,Finnley,2,m,2019,marzahn-hellersdorf
206242,Finnley,5,m,2016,pankow
90953,Finnley,6,m,2016,lichtenberg
335651,Finnley,2,m,2017,treptow-koepenick
85310,Finnley,2,m,2013,lichtenberg
51693,Finnley,2,m,2015,friedrichshain-kreuzberg
87213,Finnley,2,m,2014,lichtenberg
242520,Finnley,2,m,2012,spandau
131134,Finnley,2,m,2015,mitte
112119,Finnley,3,m,2016,marzahn-hellersdorf
267375,Finnley,2,m,2021,spandau
98669,Finnley,2,m,2019,lichtenberg
196567,Finnley,4,m,2012,pankow
109332,Finnley,2,m,2013,marzahn-hellersdorf
188778,Finnley,2,m,2020,neukoelln
330484,Finnley,2,m,2012,treptow-koepenick
95931,Finnley,3,m,2018,lichtenberg
279610,Finnley,2,m,2018,steglitz-zehlendorf
289469,Finnley,2,m,2013,tempelhof-schoeneberg
14108,Finya,2,w,2016,charlottenburg-wilmersdorf
219401,Finya,2,w,2020,pankow
264060,Finya,2,w,2020,spandau
333486,Fiodor,2,m,2015,treptow-koepenick
120066,Fiona,4,w,2012,mitte
257376,Fiona,3,w,2018,spandau
101041,Fiona,3,w,2020,lichtenberg
263693,Fiona,4,w,2020,spandau
274373,Fiona,2,w,2013,steglitz-zehlendorf
143140,Fiona,2,w,2018,mitte
284460,Fiona,2,w,2022,steglitz-zehlendorf
138340,Fiona,3,w,2017,mitte
157276,Fiona,3,w,2021,mitte
134714,Fiona,2,w,2016,mitte
260279,Fiona,6,w,2019,spandau
113227,Fiona,2,w,2017,marzahn-hellersdorf
203813,Fiona,3,w,2015,pankow
111150,Fiona,2,w,2015,marzahn-hellersdorf
266811,Fiona,4,w,2021,spandau
180339,Fiona,2,w,2017,neukoelln
198905,Fiona,5,w,2013,pankow
270172,Fiona,4,w,2022,spandau
188652,Fiona,3,w,2020,neukoelln
188755,Fiona,2,w,2020,neukoelln
212093,Fiona,4,w,2018,pankow
103850,Fiona,2,w,2021,lichtenberg
285666,Fiona,8,w,2012,tempelhof-schoeneberg
229373,Fiona,2,w,2012,reinickendorf
273380,Fiona,2,w,2012,steglitz-zehlendorf
182895,Fiona,3,w,2018,neukoelln
254091,Fiona,5,w,2017,spandau
242181,Fiona,5,w,2012,spandau
100928,Fiona,4,w,2020,lichtenberg
244374,Fiona,10,w,2013,spandau
246840,Fiona,3,w,2014,spandau
222237,Fiona,7,w,2021,pankow
115622,Fiona,4,w,2019,marzahn-hellersdorf
166353,Fiona,6,w,2012,neukoelln
231684,Fiona,5,w,2014,reinickendorf
218657,Fiona,8,w,2020,pankow
206178,Fiona,6,w,2016,pankow
147632,Fiona,5,w,2019,mitte
105870,Fiona,4,w,2022,lichtenberg
233151,Fiona,2,w,2015,reinickendorf
172087,Fiona,2,w,2014,neukoelln
260710,Fiona,2,w,2019,spandau
174842,Fiona,2,w,2015,neukoelln
142972,Fiona,3,w,2018,mitte
251696,Fiona,3,w,2016,spandau
169051,Fiona,4,w,2013,neukoelln
138515,Fiona,2,w,2017,mitte
123505,Fiona,6,w,2013,mitte
152321,Fiona,5,w,2020,mitte
185776,Fiona,3,w,2019,neukoelln
236869,Fiona,2,w,2018,reinickendorf
249189,Fiona,4,w,2015,spandau
288873,Fiona,6,w,2013,tempelhof-schoeneberg
201167,Fiona,7,w,2014,pankow
161624,Fiona,5,w,2022,mitte
215361,Fiona,5,w,2019,pankow
196438,Fiona,6,w,2012,pankow
226141,Fiona,3,w,2022,pankow
277138,Fiona,3,w,2016,steglitz-zehlendorf
130787,Fiona,3,w,2015,mitte
177272,Fiona,4,w,2016,neukoelln
112093,Fiona,3,w,2016,marzahn-hellersdorf
127176,Fiona,3,w,2014,mitte
208689,Fiona,7,w,2017,pankow
98273,Fiona,6,w,2019,lichtenberg
275202,Fiona,4,w,2014,steglitz-zehlendorf
157783,Fiona,2,w,2021,mitte
109307,Fiona,2,w,2013,marzahn-hellersdorf
108368,Fiona,3,w,2012,marzahn-hellersdorf
85219,Fiona,2,w,2013,lichtenberg
51135,Fiona,6,w,2015,friedrichshain-kreuzberg
42784,Fiona,2,w,2012,friedrichshain-kreuzberg
292151,Fiona,8,w,2014,tempelhof-schoeneberg
320872,Fiona,10,w,2021,tempelhof-schoeneberg
10225,Fiona,5,w,2015,charlottenburg-wilmersdorf
302488,Fiona,8,w,2017,tempelhof-schoeneberg
93373,Fiona,2,w,2017,lichtenberg
342609,Fiona,2,w,2022,treptow-koepenick
47996,Fiona,7,w,2014,friedrichshain-kreuzberg
38392,Fiona,4,w,2022,charlottenburg-wilmersdorf
302814,Fiona,3,w,2017,tempelhof-schoeneberg
295529,Fiona,6,w,2015,tempelhof-schoeneberg
340995,Fiona,5,w,2021,treptow-koepenick
311769,Fiona,6,w,2019,tempelhof-schoeneberg
70845,Fiona,6,w,2020,friedrichshain-kreuzberg
34024,Fiona,7,w,2021,charlottenburg-wilmersdorf
332314,Fiona,4,w,2014,treptow-koepenick
89058,Fiona,3,w,2015,lichtenberg
95688,Fiona,7,w,2018,lichtenberg
75055,Fiona,4,w,2021,friedrichshain-kreuzberg
326728,Fiona,2,w,2022,tempelhof-schoeneberg
330350,Fiona,4,w,2012,treptow-koepenick
58008,Fiona,4,w,2017,friedrichshain-kreuzberg
25752,Fiona,6,w,2019,charlottenburg-wilmersdorf
26011,Fiona,3,w,2019,charlottenburg-wilmersdorf
17028,Fiona,9,w,2017,charlottenburg-wilmersdorf
91290,Fiona,2,w,2016,lichtenberg
17669,Fiona,2,w,2017,charlottenburg-wilmersdorf
3678,Fiona,4,w,2013,charlottenburg-wilmersdorf
22036,Fiona,2,w,2018,charlottenburg-wilmersdorf
307461,Fiona,3,w,2018,tempelhof-schoeneberg
317088,Fiona,2,w,2020,tempelhof-schoeneberg
325932,Fiona,5,w,2022,tempelhof-schoeneberg
336856,Fiona,4,w,2018,treptow-koepenick
7022,Fiona,3,w,2014,charlottenburg-wilmersdorf
83094,Fiona,8,w,2012,lichtenberg
86823,Fiona,8,w,2014,lichtenberg
339859,Fiona,2,w,2020,treptow-koepenick
334333,Fiona,4,w,2016,treptow-koepenick
93070,Fiona,7,w,2017,lichtenberg
30445,Fiona,2,w,2020,charlottenburg-wilmersdorf
30286,Fiona,3,w,2020,charlottenburg-wilmersdorf
333453,Fiona,2,w,2015,treptow-koepenick
62581,Fiona,3,w,2018,friedrichshain-kreuzberg
79170,Fiona,5,w,2022,friedrichshain-kreuzberg
54442,Fiona,5,w,2016,friedrichshain-kreuzberg
298946,Fiona,6,w,2016,tempelhof-schoeneberg
45292,Fiona,4,w,2013,friedrichshain-kreuzberg
66890,Fiona,3,w,2019,friedrichshain-kreuzberg
331306,Fiona,6,w,2013,treptow-koepenick
13836,Fiona,3,w,2016,charlottenburg-wilmersdorf
21905,Fiona,3,w,2018,charlottenburg-wilmersdorf
172,Fiona,9,w,2012,charlottenburg-wilmersdorf
307255,Fiona,5,w,2018,tempelhof-schoeneberg
286275,Fionn,2,m,2012,tempelhof-schoeneberg
212595,Fionn,2,m,2018,pankow
222566,Fionn,3,m,2021,pankow
4114,Firas,2,m,2013,charlottenburg-wilmersdorf
127489,Firas,2,m,2014,mitte
103775,Firas,2,m,2021,lichtenberg
321794,Firas,2,m,2021,tempelhof-schoeneberg
152643,Firat,3,m,2020,mitte
14110,Firdevs,2,w,2016,charlottenburg-wilmersdorf
222837,Fitz,2,m,2021,pankow
34959,Fitz,2,m,2021,charlottenburg-wilmersdorf
270449,Fjella,2,w,2022,spandau
222716,Fjella,2,w,2021,pankow
296106,Fjodor,2,m,2015,tempelhof-schoeneberg
196868,Fjodor,2,m,2012,pankow
254529,Fjolla,2,w,2017,spandau
89258,Fjonn,2,m,2015,lichtenberg
286277,Fjonn,2,m,2012,tempelhof-schoeneberg
131136,Fjonn,2,m,2015,mitte
747,Flaminia,2,w,2012,charlottenburg-wilmersdorf
303430,Flavio,2,m,2017,tempelhof-schoeneberg
219403,Fleur,2,w,2020,pankow
286222,Fleur,2,w,2012,tempelhof-schoeneberg
749,Fleur,2,w,2012,charlottenburg-wilmersdorf
326406,Fleur,2,w,2022,tempelhof-schoeneberg
79540,Fleur,2,w,2022,friedrichshain-kreuzberg
182993,Fleur,2,w,2018,neukoelln
75643,Fleur,2,w,2021,friedrichshain-kreuzberg
283150,Flora,2,w,2021,steglitz-zehlendorf
38210,Flora,8,w,2022,charlottenburg-wilmersdorf
325933,Flora,5,w,2022,tempelhof-schoeneberg
152622,Flora,3,w,2020,mitte
105871,Flora,4,w,2022,lichtenberg
263933,Flora,2,w,2020,spandau
251582,Flora,4,w,2016,spandau
54443,Flora,5,w,2016,friedrichshain-kreuzberg
341144,Flora,2,w,2021,treptow-koepenick
320927,Flora,8,w,2021,tempelhof-schoeneberg
93375,Flora,2,w,2017,lichtenberg
203607,Flora,6,w,2015,pankow
215363,Flora,5,w,2019,pankow
120204,Flora,3,w,2012,mitte
21644,Flora,4,w,2018,charlottenburg-wilmersdorf
71516,Flora,2,w,2020,friedrichshain-kreuzberg
48151,Flora,4,w,2014,friedrichshain-kreuzberg
212570,Flora,2,w,2018,pankow
311834,Flora,5,w,2019,tempelhof-schoeneberg
333455,Flora,2,w,2015,treptow-koepenick
222238,Flora,7,w,2021,pankow
312031,Flora,3,w,2019,tempelhof-schoeneberg
263804,Flora,3,w,2020,spandau
246757,Flora,4,w,2014,spandau
147718,Flora,4,w,2019,mitte
225875,Flora,8,w,2022,pankow
62135,Flora,10,w,2018,friedrichshain-kreuzberg
208744,Flora,6,w,2017,pankow
