,vorname,anzahl,geschlecht,jahr,bezirk
341014,Linus,5,m,2021,treptow-koepenick
138639,Linus,2,m,2017,mitte
191323,Linus,4,m,2021,neukoelln
74797,Linus,15,m,2021,friedrichshain-kreuzberg
38444,Linus,4,m,2022,charlottenburg-wilmersdorf
285535,Linus,21,m,2012,tempelhof-schoeneberg
99,Linus,15,m,2012,charlottenburg-wilmersdorf
266728,Linus,6,m,2021,spandau
48339,Linus,3,m,2014,friedrichshain-kreuzberg
334264,Linus,8,m,2016,treptow-koepenick
180112,Linus,3,m,2017,neukoelln
98574,Linus,2,m,2019,lichtenberg
16936,Linus,15,m,2017,charlottenburg-wilmersdorf
174425,Linus,7,m,2015,neukoelln
233074,Linus,3,m,2015,reinickendorf
111027,Linus,5,m,2015,marzahn-hellersdorf
336802,Linus,8,m,2018,treptow-koepenick
332498,Linus,2,m,2014,treptow-koepenick
33904,Linus,12,m,2021,charlottenburg-wilmersdorf
273299,Linus,4,m,2012,steglitz-zehlendorf
277161,Linus,3,m,2016,steglitz-zehlendorf
70774,Linus,9,m,2020,friedrichshain-kreuzberg
208577,Linus,13,m,2017,pankow
177108,Linus,10,m,2016,neukoelln
218771,Linus,5,m,2020,pankow
249053,Linus,8,m,2015,spandau
215207,Linus,10,m,2019,pankow
338211,Linus,10,m,2019,treptow-koepenick
188495,Linus,6,m,2020,neukoelln
113160,Linus,3,m,2017,marzahn-hellersdorf
263522,Linus,8,m,2020,spandau
130408,Linus,14,m,2015,mitte
25613,Linus,11,m,2019,charlottenburg-wilmersdorf
342559,Linus,3,m,2022,treptow-koepenick
212492,Linus,2,m,2018,pankow
123411,Linus,11,m,2013,mitte
126961,Linus,6,m,2014,mitte
93103,Linus,6,m,2017,lichtenberg
67183,Linus,2,m,2019,friedrichshain-kreuzberg
100824,Linus,9,m,2020,lichtenberg
246643,Linus,8,m,2014,spandau
98198,Linus,10,m,2019,lichtenberg
26389,Linus,2,m,2019,charlottenburg-wilmersdorf
118769,Linus,5,m,2022,marzahn-hellersdorf
10000,Linus,19,m,2015,charlottenburg-wilmersdorf
226667,Linus,2,m,2022,pankow
86869,Linus,7,m,2014,lichtenberg
316094,Linus,13,m,2020,tempelhof-schoeneberg
152230,Linus,7,m,2020,mitte
302337,Linus,17,m,2017,tempelhof-schoeneberg
84860,Linus,10,m,2013,lichtenberg
295364,Linus,15,m,2015,tempelhof-schoeneberg
185793,Linus,3,m,2019,neukoelln
147550,Linus,7,m,2019,mitte
242073,Linus,11,m,2012,spandau
222177,Linus,10,m,2021,pankow
302870,Linus,3,m,2017,tempelhof-schoeneberg
70975,Linus,4,m,2020,friedrichshain-kreuzberg
311622,Linus,12,m,2019,tempelhof-schoeneberg
257062,Linus,10,m,2018,spandau
292029,Linus,17,m,2014,tempelhof-schoeneberg
83075,Linus,10,m,2012,lichtenberg
244464,Linus,6,m,2013,spandau
157895,Linus,2,m,2021,mitte
93252,Linus,3,m,2017,lichtenberg
157089,Linus,5,m,2021,mitte
142529,Linus,10,m,2018,mitte
103475,Linus,6,m,2021,lichtenberg
168933,Linus,7,m,2013,neukoelln
119867,Linus,9,m,2012,mitte
330340,Linus,5,m,2012,treptow-koepenick
307052,Linus,10,m,2018,tempelhof-schoeneberg
234289,Linus,3,m,2016,reinickendorf
62384,Linus,4,m,2018,friedrichshain-kreuzberg
193748,Linus,8,m,2022,neukoelln
21369,Linus,11,m,2018,charlottenburg-wilmersdorf
166499,Linus,4,m,2012,neukoelln
42284,Linus,10,m,2012,friedrichshain-kreuzberg
283265,Linus,2,m,2021,steglitz-zehlendorf
238072,Linus,2,m,2019,reinickendorf
182938,Linus,3,m,2018,neukoelln
325984,Linus,5,m,2022,tempelhof-schoeneberg
79269,Linus,4,m,2022,friedrichshain-kreuzberg
215553,Linus,3,m,2019,pankow
17120,Linus,6,m,2017,charlottenburg-wilmersdorf
225819,Linus,12,m,2022,pankow
6582,Linus,21,m,2014,charlottenburg-wilmersdorf
198780,Linus,10,m,2013,pankow
278287,Linus,2,m,2017,steglitz-zehlendorf
95665,Linus,9,m,2018,lichtenberg
196292,Linus,14,m,2012,pankow
105822,Linus,6,m,2022,lichtenberg
88893,Linus,7,m,2015,lichtenberg
58046,Linus,4,m,2017,friedrichshain-kreuzberg
298787,Linus,13,m,2016,tempelhof-schoeneberg
275222,Linus,4,m,2014,steglitz-zehlendorf
230517,Linus,3,m,2013,reinickendorf
203475,Linus,13,m,2015,pankow
138110,Linus,5,m,2017,mitte
162496,Linus,2,m,2022,mitte
21574,Linus,5,m,2018,charlottenburg-wilmersdorf
254002,Linus,7,m,2017,spandau
45210,Linus,6,m,2013,friedrichshain-kreuzberg
320773,Linus,19,m,2021,tempelhof-schoeneberg
116787,Linus,2,m,2020,marzahn-hellersdorf
95793,Linus,4,m,2018,lichtenberg
266881,Linus,4,m,2021,spandau
3350,Linus,21,m,2013,charlottenburg-wilmersdorf
51060,Linus,10,m,2015,friedrichshain-kreuzberg
183057,Linus,2,m,2018,neukoelln
62103,Linus,13,m,2018,friedrichshain-kreuzberg
335375,Linus,8,m,2017,treptow-koepenick
188617,Lio,3,m,2020,neukoelln
166918,Lio,2,m,2012,neukoelln
338390,Lio,2,m,2019,treptow-koepenick
143497,Lio,2,m,2018,mitte
321129,Lio,5,m,2021,tempelhof-schoeneberg
257764,Lio,2,m,2018,spandau
215196,Lio,11,m,2019,pankow
222105,Lio,17,m,2021,pankow
174589,Lio,4,m,2015,neukoelln
34984,Lio,2,m,2021,charlottenburg-wilmersdorf
55080,Lio,2,m,2016,friedrichshain-kreuzberg
342673,Lio,2,m,2022,treptow-koepenick
185612,Lio,5,m,2019,neukoelln
51809,Lio,2,m,2015,friedrichshain-kreuzberg
427,Lio,4,m,2012,charlottenburg-wilmersdorf
152191,Lio,8,m,2020,mitte
283108,Lio,3,m,2021,steglitz-zehlendorf
172296,Lio,2,m,2014,neukoelln
260455,Lio,4,m,2019,spandau
74845,Lio,10,m,2021,friedrichshain-kreuzberg
201331,Lio,4,m,2014,pankow
254240,Lio,3,m,2017,spandau
71376,Lio,2,m,2020,friedrichshain-kreuzberg
96051,Lio,2,m,2018,lichtenberg
105803,Lio,7,m,2022,lichtenberg
147978,Lio,3,m,2019,mitte
215555,Lio,3,m,2019,pankow
30157,Lio,4,m,2020,charlottenburg-wilmersdorf
263461,Lio,13,m,2020,spandau
42965,Lio,2,m,2012,friedrichshain-kreuzberg
292971,Lio,2,m,2014,tempelhof-schoeneberg
226117,Lio,4,m,2022,pankow
339590,Lio,8,m,2020,treptow-koepenick
93105,Lio,6,m,2017,lichtenberg
208932,Lio,4,m,2017,pankow
162497,Lio,2,m,2022,mitte
289084,Lio,4,m,2013,tempelhof-schoeneberg
177476,Lio,3,m,2016,neukoelln
98364,Lio,4,m,2019,lichtenberg
110264,Lio,2,m,2014,marzahn-hellersdorf
218990,Lio,3,m,2020,pankow
237968,Lio,3,m,2019,reinickendorf
30579,Lio,2,m,2020,charlottenburg-wilmersdorf
267048,Lio,3,m,2021,spandau
70864,Lio,6,m,2020,friedrichshain-kreuzberg
62266,Lio,6,m,2018,friedrichshain-kreuzberg
79483,Lio,3,m,2022,friedrichshain-kreuzberg
95727,Lio,6,m,2018,lichtenberg
34031,Lio,7,m,2021,charlottenburg-wilmersdorf
251990,Lio,2,m,2016,spandau
188433,Lio,8,m,2020,neukoelln
280759,Lio,2,m,2019,steglitz-zehlendorf
225758,Lio,24,m,2022,pankow
322069,Lio,2,m,2021,tempelhof-schoeneberg
182940,Lio,3,m,2018,neukoelln
38181,Lio,10,m,2022,charlottenburg-wilmersdorf
244686,Lio,3,m,2013,spandau
311791,Lio,6,m,2019,tempelhof-schoeneberg
98576,Lio,2,m,2019,lichtenberg
247173,Lio,2,m,2014,spandau
316595,Lio,3,m,2020,tempelhof-schoeneberg
212494,Lio,2,m,2018,pankow
341213,Lio,2,m,2021,treptow-koepenick
266613,Lio,12,m,2021,spandau
25722,Lio,7,m,2019,charlottenburg-wilmersdorf
307640,Lio,3,m,2018,tempelhof-schoeneberg
337104,Lio,2,m,2018,treptow-koepenick
193861,Lio,4,m,2022,neukoelln
203670,Lio,5,m,2015,pankow
152886,Lio,2,m,2020,mitte
78991,Lio,16,m,2022,friedrichshain-kreuzberg
66503,Lio,8,m,2019,friedrichshain-kreuzberg
254659,Lio,2,m,2017,spandau
115761,Lio,2,m,2019,marzahn-hellersdorf
157186,Lio,4,m,2021,mitte
58047,Lio,4,m,2017,friedrichshain-kreuzberg
316166,Lio,9,m,2020,tempelhof-schoeneberg
21932,Lio,3,m,2018,charlottenburg-wilmersdorf
17145,Lio,6,m,2017,charlottenburg-wilmersdorf
223090,Lio,2,m,2021,pankow
13927,Lio,3,m,2016,charlottenburg-wilmersdorf
10525,Lio,3,m,2015,charlottenburg-wilmersdorf
138424,Lio,3,m,2017,mitte
240201,Lio,2,m,2021,reinickendorf
117723,Lio,4,m,2021,marzahn-hellersdorf
161525,Lio,8,m,2022,mitte
211975,Lio,6,m,2018,pankow
326875,Lio,2,m,2022,tempelhof-schoeneberg
298899,Lio,8,m,2016,tempelhof-schoeneberg
270051,Lio,8,m,2022,spandau
180418,Lio,2,m,2017,neukoelln
118881,Lio,2,m,2022,marzahn-hellersdorf
218570,Lio,13,m,2020,pankow
241130,Lio,2,m,2022,reinickendorf
90933,Lio,7,m,2016,lichtenberg
325742,Lio,10,m,2022,tempelhof-schoeneberg
22177,Lio,2,m,2018,charlottenburg-wilmersdorf
103421,Lio,9,m,2021,lichtenberg
89330,Lio,2,m,2015,lichtenberg
85372,Lio,2,m,2013,lichtenberg
191416,Lio,3,m,2021,neukoelln
101076,Lio,3,m,2020,lichtenberg
38496,Lio,4,m,2022,charlottenburg-wilmersdorf
3902,Lio,3,m,2013,charlottenburg-wilmersdorf
10784,Lioba,2,w,2015,charlottenburg-wilmersdorf
51710,Lioba,2,w,2015,friedrichshain-kreuzberg
877,Lioba,2,w,2012,charlottenburg-wilmersdorf
289522,Lioba,2,w,2013,tempelhof-schoeneberg
13882,Lioba,3,w,2016,charlottenburg-wilmersdorf
206330,Lion,4,m,2016,pankow
235611,Lion,2,m,2017,reinickendorf
266851,Lion,4,m,2021,spandau
4194,Lion,2,m,2013,charlottenburg-wilmersdorf
166500,Lion,4,m,2012,neukoelln
157706,Lion,2,m,2021,mitte
242598,Lion,2,m,2012,spandau
79270,Lion,4,m,2022,friedrichshain-kreuzberg
199140,Lion,3,m,2013,pankow
254177,Lion,4,m,2017,spandau
180420,Lion,2,m,2017,neukoelln
6971,Lion,4,m,2014,charlottenburg-wilmersdorf
215384,Lion,5,m,2019,pankow
251992,Lion,2,m,2016,spandau
103801,Lion,2,m,2021,lichtenberg
236916,Lion,2,m,2018,reinickendorf
212296,Lion,3,m,2018,pankow
222878,Lion,2,m,2021,pankow
311741,Lion,7,m,2019,tempelhof-schoeneberg
130732,Lion,4,m,2015,mitte
63150,Lion,2,m,2018,friedrichshain-kreuzberg
270214,Lion,4,m,2022,spandau
96211,Lion,2,m,2018,lichtenberg
106185,Lion,2,m,2022,lichtenberg
13929,Lion,3,m,2016,charlottenburg-wilmersdorf
196980,Lion,2,m,2012,pankow
249598,Lion,2,m,2015,spandau
317217,Lion,2,m,2020,tempelhof-schoeneberg
134373,Lion,4,m,2016,mitte
91369,Lion,2,m,2016,lichtenberg
289085,Lion,4,m,2013,tempelhof-schoeneberg
26627,Lion,2,m,2019,charlottenburg-wilmersdorf
10527,Lion,3,m,2015,charlottenburg-wilmersdorf
89022,Lion,4,m,2015,lichtenberg
48675,Lion,2,m,2014,friedrichshain-kreuzberg
58767,Lion,2,m,2017,friedrichshain-kreuzberg
326237,Lion,3,m,2022,tempelhof-schoeneberg
194296,Lion,2,m,2022,neukoelln
279514,Lion,3,m,2018,steglitz-zehlendorf
38613,Lion,3,m,2022,charlottenburg-wilmersdorf
308165,Lion,2,m,2018,tempelhof-schoeneberg
218991,Lion,3,m,2020,pankow
311925,Lion,4,m,2019,tempelhof-schoeneberg
101078,Lion,3,m,2020,lichtenberg
876,Lion,2,m,2012,charlottenburg-wilmersdorf
152476,Lion,4,m,2020,mitte
177738,Lion,2,m,2016,neukoelln
171986,Lion,3,m,2014,neukoelln
161914,Lion,3,m,2022,mitte
93584,Lion,2,m,2017,lichtenberg
330546,Lion,2,m,2012,treptow-koepenick
62386,Lion,4,m,2018,friedrichshain-kreuzberg
157896,Lion,2,m,2021,mitte
30352,Lion,3,m,2020,charlottenburg-wilmersdorf
174461,Lion,6,m,2015,neukoelln
335681,Lion,2,m,2017,treptow-koepenick
83355,Lion,3,m,2012,lichtenberg
226075,Lion,4,m,2022,pankow
209085,Lion,3,m,2017,pankow
85374,Lion,2,m,2013,lichtenberg
260456,Lion,4,m,2019,spandau
17997,Lion,2,m,2017,charlottenburg-wilmersdorf
218917,Lion,4,m,2020,pankow
257262,Lion,4,m,2018,spandau
188971,Lion,2,m,2020,neukoelln
182942,Lion,3,m,2018,neukoelln
185795,Lion,3,m,2019,neukoelln
26391,Lion,2,m,2019,charlottenburg-wilmersdorf
22377,Lion,2,m,2018,charlottenburg-wilmersdorf
215829,Lion,2,m,2019,pankow
34762,Lion,2,m,2021,charlottenburg-wilmersdorf
201333,Lion,4,m,2014,pankow
296222,Lion,2,m,2015,tempelhof-schoeneberg
138640,Lion,2,m,2017,mitte
127026,Lion,5,m,2014,mitte
87234,Liona,2,w,2014,lichtenberg
264114,Liona,2,w,2020,spandau
249600,Lionel,2,m,2015,spandau
26158,Lionel,3,m,2019,charlottenburg-wilmersdorf
38352,Lionel,5,m,2022,charlottenburg-wilmersdorf
201686,Lionel,2,m,2014,pankow
288899,Lionel,6,m,2013,tempelhof-schoeneberg
83552,Lionel,2,m,2012,lichtenberg
42967,Lionel,2,m,2012,friedrichshain-kreuzberg
123585,Lionel,5,m,2013,mitte
273343,Lionel,3,m,2012,steglitz-zehlendorf
295552,Lionel,6,m,2015,tempelhof-schoeneberg
10173,Lionel,7,m,2015,charlottenburg-wilmersdorf
196502,Lionel,5,m,2012,pankow
215659,Lionel,3,m,2019,pankow
63152,Lionel,2,m,2018,friedrichshain-kreuzberg
242600,Lionel,2,m,2012,spandau
161738,Lionel,4,m,2022,mitte
209429,Lionel,2,m,2017,pankow
203758,Lionel,4,m,2015,pankow
48068,Lionel,6,m,2014,friedrichshain-kreuzberg
22379,Lionel,2,m,2018,charlottenburg-wilmersdorf
274436,Lionel,2,m,2013,steglitz-zehlendorf
166920,Lionel,2,m,2012,neukoelln
308167,Lionel,2,m,2018,tempelhof-schoeneberg
120606,Lionel,2,m,2012,mitte
6872,Lionel,5,m,2014,charlottenburg-wilmersdorf
264185,Lionel,2,m,2020,spandau
58464,Lionel,2,m,2017,friedrichshain-kreuzberg
316707,Lionel,3,m,2020,tempelhof-schoeneberg
130733,Lionel,4,m,2015,mitte
38715,Lionel,3,m,2022,charlottenburg-wilmersdorf
17334,Lionel,4,m,2017,charlottenburg-wilmersdorf
212298,Lionel,3,m,2018,pankow
326238,Lionel,3,m,2022,tempelhof-schoeneberg
143039,Lionel,3,m,2018,mitte
169505,Lionel,2,m,2013,neukoelln
243,Lionel,7,m,2012,charlottenburg-wilmersdorf
334537,Lionel,2,m,2016,treptow-koepenick
93586,Lionel,2,m,2017,lichtenberg
206267,Lionel,5,m,2016,pankow
277253,Lionel,2,m,2016,steglitz-zehlendorf
260617,Lionel,3,m,2019,spandau
198938,Lionel,5,m,2013,pankow
285818,Lionel,5,m,2012,tempelhof-schoeneberg
71613,Lionel,2,m,2020,friedrichshain-kreuzberg
14243,Lionel,2,m,2016,charlottenburg-wilmersdorf
230652,Lionel,2,m,2013,reinickendorf
67444,Lionel,2,m,2019,friedrichshain-kreuzberg
26393,Lionel,2,m,2019,charlottenburg-wilmersdorf
292251,Lionel,6,m,2014,tempelhof-schoeneberg
244688,Lionel,3,m,2013,spandau
257409,Lionel,3,m,2018,spandau
303000,Lionel,3,m,2017,tempelhof-schoeneberg
3903,Lionel,3,m,2013,charlottenburg-wilmersdorf
270215,Lionel,4,m,2022,spandau
174735,Lionel,3,m,2015,neukoelln
267234,Lionel,2,m,2021,spandau
34232,Lionel,4,m,2021,charlottenburg-wilmersdorf
311996,Lionel,4,m,2019,tempelhof-schoeneberg
283206,Lionel,2,m,2021,steglitz-zehlendorf
302701,Lionel,4,m,2017,tempelhof-schoeneberg
95955,Lionel,3,m,2018,lichtenberg
226076,Lionel,4,m,2022,pankow
29963,Lionel,6,m,2020,charlottenburg-wilmersdorf
322070,Lior,2,m,2021,tempelhof-schoeneberg
326876,Lior,2,m,2022,tempelhof-schoeneberg
273417,Lior,2,m,2012,steglitz-zehlendorf
270587,Lior,2,m,2022,spandau
292850,Liora,2,w,2014,tempelhof-schoeneberg
157548,Liora,2,w,2021,mitte
10786,Liora,2,w,2015,charlottenburg-wilmersdorf
131217,Liora,2,w,2015,mitte
34607,Liora,2,w,2021,charlottenburg-wilmersdorf
204116,Lirian,2,m,2015,pankow
162262,Liron,2,m,2022,mitte
13931,Liron,3,m,2016,charlottenburg-wilmersdorf
174985,Liron,2,m,2015,neukoelln
308169,Liron,2,m,2018,tempelhof-schoeneberg
7451,Liron,2,m,2014,charlottenburg-wilmersdorf
183213,Liron,2,m,2018,neukoelln
194241,Lisa,2,w,2022,neukoelln
111192,Lisa,2,w,2015,marzahn-hellersdorf
257398,Lisa,3,w,2018,spandau
116736,Lisa,3,w,2020,marzahn-hellersdorf
74813,Lisa,13,w,2021,friedrichshain-kreuzberg
51146,Lisa,6,w,2015,friedrichshain-kreuzberg
26019,Lisa,3,w,2019,charlottenburg-wilmersdorf
333481,Lisa,2,w,2015,treptow-koepenick
236887,Lisa,2,w,2018,reinickendorf
276195,Lisa,3,w,2015,steglitz-zehlendorf
58427,Lisa,2,w,2017,friedrichshain-kreuzberg
194065,Lisa,2,w,2022,neukoelln
45186,Lisa,6,w,2013,friedrichshain-kreuzberg
246632,Lisa,8,w,2014,spandau
225855,Lisa,9,w,2022,pankow
147634,Lisa,5,w,2019,mitte
142546,Lisa,9,w,2018,mitte
162006,Lisa,3,w,2022,mitte
180389,Lisa,2,w,2017,neukoelln
281998,Lisa,2,w,2020,steglitz-zehlendorf
137987,Lisa,7,w,2017,mitte
147807,Lisa,3,w,2019,mitte
215284,Lisa,7,w,2019,pankow
157392,Lisa,3,w,2021,mitte
266919,Lisa,3,w,2021,spandau
219234,Lisa,2,w,2020,pankow
71185,Lisa,3,w,2020,friedrichshain-kreuzberg
71343,Lisa,2,w,2020,friedrichshain-kreuzberg
30040,Lisa,5,w,2020,charlottenburg-wilmersdorf
98205,Lisa,9,w,2019,lichtenberg
274387,Lisa,2,w,2013,steglitz-zehlendorf
54222,Lisa,12,w,2016,friedrichshain-kreuzberg
212180,Lisa,3,w,2018,pankow
211810,Lisa,11,w,2018,pankow
109217,Lisa,4,w,2013,marzahn-hellersdorf
62140,Lisa,10,w,2018,friedrichshain-kreuzberg
3517,Lisa,7,w,2013,charlottenburg-wilmersdorf
72,Lisa,18,w,2012,charlottenburg-wilmersdorf
335403,Lisa,5,w,2017,treptow-koepenick
157065,Lisa,5,w,2021,mitte
312043,Lisa,3,w,2019,tempelhof-schoeneberg
203517,Lisa,10,w,2015,pankow
288798,Lisa,9,w,2013,tempelhof-schoeneberg
283158,Lisa,2,w,2021,steglitz-zehlendorf
218617,Lisa,10,w,2020,pankow
161704,Lisa,4,w,2022,mitte
233053,Lisa,3,w,2015,reinickendorf
242111,Lisa,8,w,2012,spandau
67098,Lisa,2,w,2019,friedrichshain-kreuzberg
13526,Lisa,8,w,2016,charlottenburg-wilmersdorf
83083,Lisa,9,w,2012,lichtenberg
21528,Lisa,6,w,2018,charlottenburg-wilmersdorf
257510,Lisa,2,w,2018,spandau
174366,Lisa,9,w,2015,neukoelln
208639,Lisa,9,w,2017,pankow
270478,Lisa,2,w,2022,spandau
341001,Lisa,5,w,2021,treptow-koepenick
84833,Lisa,12,w,2013,lichtenberg
206037,Lisa,14,w,2016,pankow
334400,Lisa,3,w,2016,treptow-koepenick
38675,Lisa,3,w,2022,charlottenburg-wilmersdorf
307134,Lisa,7,w,2018,tempelhof-schoeneberg
38836,Lisa,2,w,2022,charlottenburg-wilmersdorf
115762,Lisa,2,w,2019,marzahn-hellersdorf
79023,Lisa,11,w,2022,friedrichshain-kreuzberg
251450,Lisa,8,w,2016,spandau
331294,Lisa,7,w,2013,treptow-koepenick
134096,Lisa,10,w,2016,mitte
260351,Lisa,5,w,2019,spandau
229273,Lisa,4,w,2012,reinickendorf
112062,Lisa,4,w,2016,marzahn-hellersdorf
42236,Lisa,14,w,2012,friedrichshain-kreuzberg
103528,Lisa,4,w,2021,lichtenberg
138560,Lisa,2,w,2017,mitte
101324,Lisa,2,w,2020,lichtenberg
311949,Lisa,4,w,2019,tempelhof-schoeneberg
171616,Lisa,9,w,2014,neukoelln
90944,Lisa,6,w,2016,lichtenberg
303169,Lisa,2,w,2017,tempelhof-schoeneberg
152331,Lisa,5,w,2020,mitte
66738,Lisa,4,w,2019,friedrichshain-kreuzberg
168878,Lisa,9,w,2013,neukoelln
209215,Lisa,2,w,2017,pankow
196270,Lisa,16,w,2012,pankow
6695,Lisa,9,w,2014,charlottenburg-wilmersdorf
198710,Lisa,15,w,2013,pankow
244481,Lisa,5,w,2013,spandau
263632,Lisa,5,w,2020,spandau
292127,Lisa,9,w,2014,tempelhof-schoeneberg
93048,Lisa,8,w,2017,lichtenberg
114431,Lisa,3,w,2018,marzahn-hellersdorf
186100,Lisa,2,w,2019,neukoelln
302518,Lisa,7,w,2017,tempelhof-schoeneberg
273266,Lisa,5,w,2012,steglitz-zehlendorf
117798,Lisa,2,w,2021,marzahn-hellersdorf
177278,Lisa,4,w,2016,neukoelln
285586,Lisa,13,w,2012,tempelhof-schoeneberg
215538,Lisa,3,w,2019,pankow
321657,Lisa,2,w,2021,tempelhof-schoeneberg
25755,Lisa,6,w,2019,charlottenburg-wilmersdorf
95922,Lisa,3,w,2018,lichtenberg
326293,Lisa,3,w,2022,tempelhof-schoeneberg
166270,Lisa,10,w,2012,neukoelln
332288,Lisa,6,w,2014,treptow-koepenick
86760,Lisa,13,w,2014,lichtenberg
235430,Lisa,4,w,2017,reinickendorf
119761,Lisa,17,w,2012,mitte
275183,Lisa,5,w,2014,steglitz-zehlendorf
201070,Lisa,13,w,2014,pankow
185910,Lisa,2,w,2019,neukoelln
17506,Lisa,3,w,2017,charlottenburg-wilmersdorf
336938,Lisa,3,w,2018,treptow-koepenick
254010,Lisa,7,w,2017,spandau
110303,Lisa,2,w,2014,marzahn-hellersdorf
298816,Lisa,11,w,2016,tempelhof-schoeneberg
47972,Lisa,8,w,2014,friedrichshain-kreuzberg
126795,Lisa,13,w,2014,mitte
182730,Lisa,5,w,2018,neukoelln
222988,Lisa,2,w,2021,pankow
326443,Lisa,2,w,2022,tempelhof-schoeneberg
295434,Lisa,9,w,2015,tempelhof-schoeneberg
113097,Lisa,4,w,2017,marzahn-hellersdorf
277110,Lisa,4,w,2016,steglitz-zehlendorf
222087,Lisa,20,w,2021,pankow
34474,Lisa,3,w,2021,charlottenburg-wilmersdorf
113119,Lisa,3,w,2017,marzahn-hellersdorf
307471,Lisa,3,w,2018,tempelhof-schoeneberg
330302,Lisa,7,w,2012,treptow-koepenick
249011,Lisa,10,w,2015,spandau
316277,Lisa,6,w,2020,tempelhof-schoeneberg
263971,Lisa,2,w,2020,spandau
105832,Lisa,5,w,2022,lichtenberg
57814,Lisa,7,w,2017,friedrichshain-kreuzberg
108458,Lisa,2,w,2012,marzahn-hellersdorf
230487,Lisa,3,w,2013,reinickendorf
231889,Lisa,2,w,2014,reinickendorf
88786,Lisa,14,w,2015,lichtenberg
130529,Lisa,7,w,2015,mitte
10050,Lisa,13,w,2015,charlottenburg-wilmersdorf
123433,Lisa,9,w,2013,mitte
34354,Lisa,3,w,2021,charlottenburg-wilmersdorf
58300,Lisa,2,w,2017,friedrichshain-kreuzberg
209398,Lisa-Marie,2,w,2017,pankow
91130,Lisa-Marie,3,w,2016,lichtenberg
131219,Lisa-Marie,2,w,2015,mitte
111098,Lisa-Marie,3,w,2015,marzahn-hellersdorf
127554,Lisa-Marie,2,w,2014,mitte
93539,Lisa-Marie,2,w,2017,lichtenberg
4103,Lisa-Marie,2,w,2013,charlottenburg-wilmersdorf
101326,Lisa-Sophie,2,w,2020,lichtenberg
199338,Lisandro,2,m,2013,pankow
4105,Lisann,2,w,2013,charlottenburg-wilmersdorf
45629,Lisann,2,w,2013,friedrichshain-kreuzberg
381,Lisanne,4,w,2012,charlottenburg-wilmersdorf
316908,Lisanne,2,w,2020,tempelhof-schoeneberg
109357,Lisbet,2,w,2013,marzahn-hellersdorf
188928,Lisbeth,2,w,2020,neukoelln
22070,Lisbeth,2,w,2018,charlottenburg-wilmersdorf
209217,Lisbeth,2,w,2017,pankow
10460,Lisbeth,3,w,2015,charlottenburg-wilmersdorf
317178,Lisbeth,2,w,2020,tempelhof-schoeneberg
171903,Lisbeth,3,w,2014,neukoelln
143488,Lisbeth,2,w,2018,mitte
198973,Lisbeth,4,w,2013,pankow
307826,Lisbeth,2,w,2018,tempelhof-schoeneberg
124073,Lisbeth,2,w,2013,mitte
120084,Lisbeth,4,w,2012,mitte
63051,Lisbeth,2,w,2018,friedrichshain-kreuzberg
166801,Lisbeth,2,w,2012,neukoelln
209400,Lisbeth,2,w,2017,pankow
62811,Lisbeth,2,w,2018,friedrichshain-kreuzberg
51400,Lisbeth,3,w,2015,friedrichshain-kreuzberg
251997,Lisbeth,2,w,2016,spandau
215794,Lisbeth,2,w,2019,pankow
303433,Lisbeth,2,w,2017,tempelhof-schoeneberg
42886,Lisbeth,2,w,2012,friedrichshain-kreuzberg
222750,Lisbeth,2,w,2021,pankow
292852,Lisbeth,2,w,2014,tempelhof-schoeneberg
203735,Lisbeth,4,w,2015,pankow
334496,Lisbeth,2,w,2016,treptow-koepenick
212640,Lisbeth,2,w,2018,pankow
285784,Lisbeth,5,w,2012,tempelhof-schoeneberg
67100,Lisbeth,2,w,2019,friedrichshain-kreuzberg
17960,Lisbeth,2,w,2017,charlottenburg-wilmersdorf
180093,Lisbeth,3,w,2017,neukoelln
312659,Lisbeth,2,w,2019,tempelhof-schoeneberg
14238,Lisbeth,2,w,2016,charlottenburg-wilmersdorf
113253,Lisbeth,2,w,2017,marzahn-hellersdorf
177677,Lisbeth,2,w,2016,neukoelln
127556,Lisbeth,2,w,2014,mitte
307379,Lisbeth,4,w,2018,tempelhof-schoeneberg
289524,Lisbeth,2,w,2013,tempelhof-schoeneberg
34875,Lisbeth,2,w,2021,charlottenburg-wilmersdorf
96174,Lisbeth,2,w,2018,lichtenberg
299268,Lisbeth,3,w,2016,tempelhof-schoeneberg
186102,Lisbeth,2,w,2019,neukoelln
4107,Lisbeth,2,w,2013,charlottenburg-wilmersdorf
58429,Lisbeth,2,w,2017,friedrichshain-kreuzberg
242226,Lisbeth,4,w,2012,spandau
58662,Lisbeth,2,w,2017,friedrichshain-kreuzberg
83301,Lisbeth,3,w,2012,lichtenberg
142893,Lisbeth,3,w,2018,mitte
54667,Lisbeth,3,w,2016,friedrichshain-kreuzberg
91360,Lisbeth,2,w,2016,lichtenberg
22366,Lisbeth,2,w,2018,charlottenburg-wilmersdorf
249303,Lisbeth,3,w,2015,spandau
196861,Lisbeth,2,w,2012,pankow
226390,Lisbeth,2,w,2022,pankow
321658,Lise,2,w,2021,tempelhof-schoeneberg
219453,Lise,2,w,2020,pankow
260738,Liselotte,2,w,2019,spandau
308068,Liselotte,2,w,2018,tempelhof-schoeneberg
295588,Liselotte,5,w,2015,tempelhof-schoeneberg
148372,Liselotte,2,w,2019,mitte
