,vorname,anzahl,bezirk
2398,Aurel,2,lichtenberg
2399,Aurel,10,mitte
2400,Aurel,2,neukoelln
2401,Aurel,11,pankow
2402,Aurel,14,spandau
2403,Aurel,9,tempelhof-schoeneberg
2404,Aurela,4,tempelhof-schoeneberg
2405,Aurelia,94,charlottenburg-wilmersdorf
2406,Aurelia,42,friedrichshain-kreuzberg
2407,Aurelia,31,lichtenberg
2408,Aurelia,7,marzahn-hellersdorf
2409,Aurelia,62,mitte
2410,Aurelia,26,neukoelln
2411,Aurelia,60,pankow
2412,Aurelia,77,spandau
2413,Aurelia,6,steglitz-zehlendorf
2414,Aurelia,72,tempelhof-schoeneberg
2415,Aurelia,15,treptow-koepenick
2416,Aurelian,2,friedrichshain-kreuzberg
2417,Aurelian,2,neukoelln
2418,Aurelian,2,pankow
2419,Aurelian,2,spandau
2420,Aurelian,2,steglitz-zehlendorf
2421,Aurelie,2,charlottenburg-wilmersdorf
2422,Aurelie,2,lichtenberg
2423,Aurelie,3,mitte
2424,Aurelie,4,neukoelln
2425,Aurelio,15,charlottenburg-wilmersdorf
2426,Aurelio,2,lichtenberg
2427,Aurelio,6,mitte
2428,Aurelio,6,neukoelln
2429,Aurelio,6,pankow
2430,Aurelio,5,spandau
2431,Aurelio,12,tempelhof-schoeneberg
2432,Aurelius,7,charlottenburg-wilmersdorf
2433,Aurelius,7,friedrichshain-kreuzberg
2434,Aurelius,9,mitte
2435,Aurelius,2,neukoelln
2436,Aurelius,5,pankow
2437,Aurelius,8,spandau
2438,Aurelius,4,steglitz-zehlendorf
2439,Aurelius,10,tempelhof-schoeneberg
2440,Aurelius,4,treptow-koepenick
2441,Auri,2,spandau
2442,Auri,4,tempelhof-schoeneberg
2443,Auron,2,mitte
2444,Aurora,43,charlottenburg-wilmersdorf
2445,Aurora,30,friedrichshain-kreuzberg
2446,Aurora,34,lichtenberg
2447,Aurora,9,marzahn-hellersdorf
2448,Aurora,44,mitte
2449,Aurora,32,neukoelln
2450,Aurora,60,pankow
2451,Aurora,12,reinickendorf
2452,Aurora,54,spandau
2453,Aurora,6,steglitz-zehlendorf
2454,Aurora,64,tempelhof-schoeneberg
2455,Aurora,8,treptow-koepenick
2456,Aurélie,2,charlottenburg-wilmersdorf
2457,Aurélie,2,friedrichshain-kreuzberg
2458,Aurélie,2,mitte
2459,Aurélie,4,pankow
2460,Aurélie,2,spandau
2461,Aurélie,2,tempelhof-schoeneberg
2462,Ava,195,charlottenburg-wilmersdorf
2463,Ava,149,friedrichshain-kreuzberg
2464,Ava,42,lichtenberg
2465,Ava,9,marzahn-hellersdorf
2466,Ava,128,mitte
2467,Ava,40,neukoelln
2468,Ava,104,pankow
2469,Ava,2,reinickendorf
2470,Ava,96,spandau
2471,Ava,16,steglitz-zehlendorf
2472,Ava,185,tempelhof-schoeneberg
2473,Ava,28,treptow-koepenick
2474,Avan,4,charlottenburg-wilmersdorf
2475,Avan,2,friedrichshain-kreuzberg
2476,Avelina,3,charlottenburg-wilmersdorf
2477,Avelina,2,tempelhof-schoeneberg
2478,Avery,2,mitte
2479,Avery,2,pankow
2480,Avery,2,spandau
2481,Avery,4,tempelhof-schoeneberg
2482,Avi,10,charlottenburg-wilmersdorf
2483,Avi,8,friedrichshain-kreuzberg
2484,Avi,2,pankow
2485,Avi,10,spandau
2486,Avi,11,tempelhof-schoeneberg
2487,Aviel,2,charlottenburg-wilmersdorf
2488,Aviel,2,tempelhof-schoeneberg
2489,Avin,2,charlottenburg-wilmersdorf
2490,Avin,2,spandau
2491,Avin,2,tempelhof-schoeneberg
2492,Avina,2,charlottenburg-wilmersdorf
2493,Aviv,4,charlottenburg-wilmersdorf
2494,Aviv,2,friedrichshain-kreuzberg
2495,Aviv,2,spandau
2496,Aviva,2,charlottenburg-wilmersdorf
2497,Avram,2,neukoelln
2498,Axel,4,charlottenburg-wilmersdorf
2499,Axel,8,friedrichshain-kreuzberg
2500,Axel,2,lichtenberg
2501,Axel,7,mitte
2502,Axel,14,pankow
2503,Axel,2,reinickendorf
2504,Axel,3,spandau
2505,Axel,8,tempelhof-schoeneberg
2506,Aya,8,charlottenburg-wilmersdorf
2507,Aya,12,friedrichshain-kreuzberg
2508,Aya,18,mitte
2509,Aya,8,neukoelln
2510,Aya,2,reinickendorf
2511,Aya,8,spandau
2512,Aya,16,tempelhof-schoeneberg
2513,Ayaan,4,mitte
2514,Ayah,4,neukoelln
2515,Ayah,4,tempelhof-schoeneberg
2516,Ayan,2,charlottenburg-wilmersdorf
2517,Ayan,4,friedrichshain-kreuzberg
2518,Ayan,8,mitte
2519,Ayan,2,spandau
2520,Ayan,5,tempelhof-schoeneberg
2521,Ayana,2,charlottenburg-wilmersdorf
2522,Ayana,6,mitte
2523,Ayana,2,pankow
2524,Ayanna,2,tempelhof-schoeneberg
2525,Ayansh,2,friedrichshain-kreuzberg
2526,Ayat,2,friedrichshain-kreuzberg
2527,Ayat,6,mitte
2528,Ayat,2,spandau
2529,Ayat,5,tempelhof-schoeneberg
2530,Ayaz,25,charlottenburg-wilmersdorf
2531,Ayaz,28,friedrichshain-kreuzberg
2532,Ayaz,2,lichtenberg
2533,Ayaz,38,mitte
2534,Ayaz,29,neukoelln
2535,Ayaz,2,pankow
2536,Ayaz,9,reinickendorf
2537,Ayaz,12,spandau
2538,Ayaz,3,steglitz-zehlendorf
2539,Ayaz,39,tempelhof-schoeneberg
2540,Aybars,3,charlottenburg-wilmersdorf
2541,Aybike,2,friedrichshain-kreuzberg
2542,Aybüke,4,friedrichshain-kreuzberg
2543,Aybüke,2,mitte
2544,Ayda,10,charlottenburg-wilmersdorf
2545,Ayda,3,friedrichshain-kreuzberg
2546,Ayda,4,mitte
2547,Ayda,9,tempelhof-schoeneberg
2548,Ayden,6,charlottenburg-wilmersdorf
2549,Ayden,8,lichtenberg
2550,Ayden,4,mitte
2551,Ayden,2,neukoelln
2552,Ayden,9,pankow
2553,Ayden,8,spandau
2554,Ayden,8,tempelhof-schoeneberg
2555,Ayden,4,treptow-koepenick
2556,Aydin,2,friedrichshain-kreuzberg
2557,Aydin,2,neukoelln
2558,Aydın,2,tempelhof-schoeneberg
2559,Ayham,2,neukoelln
2560,Ayham,2,pankow
2561,Ayham,4,tempelhof-schoeneberg
2562,Ayhan,2,spandau
2563,Ayhan,2,tempelhof-schoeneberg
2564,Ayhanova,2,mitte
2565,Aykan,2,neukoelln
2566,Aykut,2,friedrichshain-kreuzberg
2567,Ayla,43,charlottenburg-wilmersdorf
2568,Ayla,39,friedrichshain-kreuzberg
2569,Ayla,6,lichtenberg
2570,Ayla,36,mitte
2571,Ayla,32,neukoelln
2572,Ayla,8,pankow
2573,Ayla,7,reinickendorf
2574,Ayla,27,spandau
2575,Ayla,2,steglitz-zehlendorf
2576,Ayla,48,tempelhof-schoeneberg
2577,Ayla,3,treptow-koepenick
2578,Ayleen,7,lichtenberg
2579,Ayleen,2,marzahn-hellersdorf
2580,Ayleen,3,pankow
2581,Ayleen,2,spandau
2582,Aylia,2,reinickendorf
2583,Aylin,27,charlottenburg-wilmersdorf
2584,Aylin,15,friedrichshain-kreuzberg
2585,Aylin,11,lichtenberg
2586,Aylin,39,mitte
2587,Aylin,34,neukoelln
2588,Aylin,4,pankow
2589,Aylin,8,reinickendorf
2590,Aylin,18,spandau
2591,Aylin,4,steglitz-zehlendorf
2592,Aylin,38,tempelhof-schoeneberg
2593,Aylin,2,treptow-koepenick
2594,Ayliz,2,friedrichshain-kreuzberg
2595,Ayliz,2,mitte
2596,Ayliz,2,pankow
2597,Ayliz,3,tempelhof-schoeneberg
2598,Ayman,2,lichtenberg
2599,Ayman,4,mitte
2600,Ayman,4,neukoelln
2601,Ayman,7,tempelhof-schoeneberg
2602,Aymira,2,spandau
2603,Aynur,2,mitte
2604,Ayola,2,friedrichshain-kreuzberg
2605,Ayomi,2,mitte
2606,Ayoub,6,friedrichshain-kreuzberg
2607,Ayoub,4,mitte
2608,Ayoub,4,neukoelln
2609,Ayoub,4,tempelhof-schoeneberg
2610,Ayse,2,lichtenberg
2611,Ayse,2,mitte
2612,Aysel,2,charlottenburg-wilmersdorf
2613,Aysel,2,pankow
2614,Aysha,2,marzahn-hellersdorf
2615,Aysha,2,mitte
2616,Aysha,2,neukoelln
2617,Aysima,2,charlottenburg-wilmersdorf
2618,Aysima,2,mitte
2619,Aysima,6,spandau
2620,Aysima,6,tempelhof-schoeneberg
2621,Aysu,2,friedrichshain-kreuzberg
2622,Aysu,2,neukoelln
2623,Ayub,2,mitte
2624,Ayumi,2,spandau
2625,Ayva,2,lichtenberg
2626,Ayşe,5,charlottenburg-wilmersdorf
2627,Ayşe,21,friedrichshain-kreuzberg
2628,Ayşe,18,mitte
2629,Ayşe,22,neukoelln
2630,Ayşe,10,tempelhof-schoeneberg
2631,Ayşe-Nur,2,neukoelln
2632,Ayşegül,2,mitte
2633,Ayşegül,3,tempelhof-schoeneberg
2634,Ayşenur,2,friedrichshain-kreuzberg
2635,Ayşenur,2,mitte
2636,Azad,21,charlottenburg-wilmersdorf
2637,Azad,26,friedrichshain-kreuzberg
2638,Azad,3,lichtenberg
2639,Azad,39,mitte
2640,Azad,17,neukoelln
2641,Azad,2,pankow
2642,Azad,6,reinickendorf
2643,Azad,10,spandau
2644,Azad,11,tempelhof-schoeneberg
2645,Azaldein,2,mitte
2646,Azalea,2,treptow-koepenick
2647,Azat,2,neukoelln
2648,Azer,2,charlottenburg-wilmersdorf
2649,Azer,4,mitte
2650,Azim,2,mitte
2651,Aziz,16,charlottenburg-wilmersdorf
2652,Aziz,15,friedrichshain-kreuzberg
2653,Aziz,4,lichtenberg
2654,Aziz,10,mitte
2655,Aziz,6,neukoelln
2656,Aziz,2,reinickendorf
2657,Aziz,2,spandau
2658,Aziz,23,tempelhof-schoeneberg
2659,Aziza,2,neukoelln
2660,Aziza,2,spandau
2661,Aziza,2,tempelhof-schoeneberg
2662,Azra,53,charlottenburg-wilmersdorf
2663,Azra,44,friedrichshain-kreuzberg
2664,Azra,4,lichtenberg
2665,Azra,76,mitte
2666,Azra,63,neukoelln
2667,Azra,4,pankow
2668,Azra,19,reinickendorf
2669,Azra,10,spandau
2670,Azra,58,tempelhof-schoeneberg
2671,Azura,2,spandau
2672,Açelya,4,charlottenburg-wilmersdorf
2673,Açelya,2,mitte
2674,Açelya,9,neukoelln
2675,Açelya,4,tempelhof-schoeneberg
2676,Aël,2,mitte
2677,Babak,2,charlottenburg-wilmersdorf
2678,Babette,2,friedrichshain-kreuzberg
2679,Bade,2,charlottenburg-wilmersdorf
2680,Badia,2,neukoelln
2681,Bahadır,2,mitte
2682,Bahar,2,charlottenburg-wilmersdorf
2683,Bahar,6,friedrichshain-kreuzberg
2684,Bahar,8,mitte
2685,Bahar,2,neukoelln
2686,Bahar,7,tempelhof-schoeneberg
2687,Bahtiyar,2,tempelhof-schoeneberg
2688,Baldev,2,charlottenburg-wilmersdorf
2689,Baldur,2,mitte
2690,Baldur,2,pankow
2691,Baltasar,3,charlottenburg-wilmersdorf
2692,Balthasar,20,charlottenburg-wilmersdorf
2693,Balthasar,4,friedrichshain-kreuzberg
2694,Balthasar,16,mitte
2695,Balthasar,5,neukoelln
2696,Balthasar,7,pankow
2697,Balthasar,5,spandau
2698,Balthasar,19,tempelhof-schoeneberg
2699,Balthazar,6,charlottenburg-wilmersdorf
2700,Balthazar,8,friedrichshain-kreuzberg
2701,Balthazar,2,pankow
2702,Bam,2,tempelhof-schoeneberg
2703,Banin,2,mitte
2704,Banu,2,charlottenburg-wilmersdorf
2705,Banu,2,mitte
2706,Bao,7,charlottenburg-wilmersdorf
2707,Bao,80,friedrichshain-kreuzberg
2708,Bao,30,lichtenberg
2709,Bao,2,marzahn-hellersdorf
2710,Bao,21,mitte
2711,Bao,2,neukoelln
2712,Bao,11,pankow
2713,Baptiste,2,charlottenburg-wilmersdorf
2714,Baraa,2,tempelhof-schoeneberg
2715,Baran,5,charlottenburg-wilmersdorf
2716,Baran,21,friedrichshain-kreuzberg
2717,Baran,5,lichtenberg
2718,Baran,2,marzahn-hellersdorf
2719,Baran,33,mitte
2720,Baran,36,neukoelln
2721,Baran,2,pankow
2722,Baran,7,reinickendorf
2723,Baran,4,spandau
2724,Baran,16,tempelhof-schoeneberg
2725,Barbara,34,charlottenburg-wilmersdorf
2726,Barbara,12,friedrichshain-kreuzberg
2727,Barbara,6,lichtenberg
2728,Barbara,17,mitte
2729,Barbara,24,pankow
2730,Barbara,5,reinickendorf
2731,Barbara,12,spandau
2732,Barbara,2,steglitz-zehlendorf
2733,Barbara,20,tempelhof-schoeneberg
2734,Barbara,2,treptow-koepenick
2735,Baris,2,mitte
2736,Baris,2,tempelhof-schoeneberg
2737,Bariş,2,charlottenburg-wilmersdorf
2738,Bariş,2,mitte
2739,Barnabas,2,charlottenburg-wilmersdorf
2740,Barnabas,2,friedrichshain-kreuzberg
2741,Barry,2,tempelhof-schoeneberg
2742,Bartholomäus,2,mitte
2743,Bartosz,2,mitte
2744,Bartosz,2,tempelhof-schoeneberg
2745,Barış,2,charlottenburg-wilmersdorf
2746,Barış,2,friedrichshain-kreuzberg
2747,Barış,4,mitte
2748,Barış,2,neukoelln
2749,Barış,2,reinickendorf
2750,Barış,5,tempelhof-schoeneberg
2751,Basil,2,spandau
2752,Basma,2,neukoelln
2753,Basri,2,reinickendorf
2754,Bassam,2,charlottenburg-wilmersdorf
2755,Bassam,2,friedrichshain-kreuzberg
2756,Bassam,2,mitte
2757,Bassam,2,tempelhof-schoeneberg
2758,Bastian,27,charlottenburg-wilmersdorf
2759,Bastian,20,friedrichshain-kreuzberg
2760,Bastian,11,lichtenberg
2761,Bastian,8,marzahn-hellersdorf
2762,Bastian,11,mitte
2763,Bastian,23,neukoelln
2764,Bastian,33,pankow
2765,Bastian,6,reinickendorf
2766,Bastian,12,spandau
2767,Bastian,25,tempelhof-schoeneberg
2768,Bastian,5,treptow-koepenick
2769,Batool,2,mitte
2770,Batoul,2,charlottenburg-wilmersdorf
2771,Batoul,2,friedrichshain-kreuzberg
2772,Batoul,2,mitte
2773,Batoul,5,neukoelln
2774,Batoul,2,spandau
2775,Batoul,4,tempelhof-schoeneberg
2776,Batu,6,charlottenburg-wilmersdorf
2777,Batu,5,mitte
2778,Batu,4,neukoelln
2779,Batu,10,tempelhof-schoeneberg
2780,Batuhan,14,charlottenburg-wilmersdorf
2781,Batuhan,6,friedrichshain-kreuzberg
2782,Batuhan,13,mitte
2783,Batuhan,8,neukoelln
2784,Batuhan,20,tempelhof-schoeneberg
2785,Batul,2,friedrichshain-kreuzberg
2786,Batul,4,mitte
2787,Batul,10,neukoelln
2788,Batul,4,tempelhof-schoeneberg
2789,Bayan,7,neukoelln
2790,Bayan,2,pankow
2791,Bayan,4,tempelhof-schoeneberg
2792,Bayram,2,mitte
2793,Bayram,2,tempelhof-schoeneberg
2794,Baz,2,mitte
2795,Bea,2,pankow
2796,Beat,2,charlottenburg-wilmersdorf
2797,Beate,2,charlottenburg-wilmersdorf
2798,Beate,2,mitte
2799,Beate,2,pankow
2800,Beate,4,tempelhof-schoeneberg
2801,Beatrice,11,charlottenburg-wilmersdorf
2802,Beatrice,2,lichtenberg
2803,Beatrice,2,neukoelln
2804,Beatrice,8,pankow
2805,Beatrice,2,reinickendorf
2806,Beatrice,2,spandau
2807,Beatrix,2,tempelhof-schoeneberg
2808,Beatriz,2,lichtenberg
2809,Beatriz,2,tempelhof-schoeneberg
2810,Bedirhan,4,friedrichshain-kreuzberg
2811,Bedirhan,2,neukoelln
2812,Bedirhan,4,tempelhof-schoeneberg
2813,Beeke,2,spandau
2814,Bekir,2,charlottenburg-wilmersdorf
2815,Bekir,2,friedrichshain-kreuzberg
2816,Bekir,4,neukoelln
2817,Bekir,2,tempelhof-schoeneberg
2818,Bela,50,charlottenburg-wilmersdorf
2819,Bela,70,friedrichshain-kreuzberg
2820,Bela,40,lichtenberg
2821,Bela,8,marzahn-hellersdorf
2822,Bela,30,mitte
2823,Bela,23,neukoelln
2824,Bela,69,pankow
2825,Bela,4,reinickendorf
2826,Bela,39,spandau
2827,Bela,4,steglitz-zehlendorf
2828,Bela,63,tempelhof-schoeneberg
2829,Bela,20,treptow-koepenick
2830,Bele,2,friedrichshain-kreuzberg
2831,Belen,2,charlottenburg-wilmersdorf
2832,Belgüzar,2,charlottenburg-wilmersdorf
2833,Belinay,2,charlottenburg-wilmersdorf
2834,Belinay,4,friedrichshain-kreuzberg
2835,Belinay,6,neukoelln
2836,Belinay,2,spandau
2837,Belinay,9,tempelhof-schoeneberg
2838,Belinda,2,treptow-koepenick
2839,Belkıs,2,tempelhof-schoeneberg
2840,Bella,16,charlottenburg-wilmersdorf
2841,Bella,16,friedrichshain-kreuzberg
2842,Bella,5,lichtenberg
2843,Bella,25,mitte
2844,Bella,10,neukoelln
2845,Bella,40,pankow
2846,Bella,3,reinickendorf
2847,Bella,2,spandau
2848,Bella,2,steglitz-zehlendorf
2849,Bella,21,tempelhof-schoeneberg
2850,Bella,2,treptow-koepenick
2851,Bellamy,2,neukoelln
2852,Belle,2,friedrichshain-kreuzberg
2853,Belle,2,neukoelln
2854,Belçim,2,mitte
2855,Ben,233,charlottenburg-wilmersdorf
2856,Ben,182,friedrichshain-kreuzberg
2857,Ben,239,lichtenberg
2858,Ben,109,marzahn-hellersdorf
2859,Ben,184,mitte
2860,Ben,164,neukoelln
2861,Ben,357,pankow
2862,Ben,46,reinickendorf
2863,Ben,221,spandau
2864,Ben,58,steglitz-zehlendorf
2865,Ben,234,tempelhof-schoeneberg
2866,Ben,99,treptow-koepenick
2867,Ben-Luca,2,marzahn-hellersdorf
2868,Ben-Luca,2,pankow
2869,Ben-Luca,2,spandau
2870,Ben-Luca,5,tempelhof-schoeneberg
2871,Bence,2,charlottenburg-wilmersdorf
2872,Bendik,2,spandau
2873,Bendix,2,pankow
2874,Bendix,3,tempelhof-schoeneberg
2875,Bene,4,spandau
2876,Benedict,18,charlottenburg-wilmersdorf
2877,Benedict,3,friedrichshain-kreuzberg
2878,Benedict,2,lichtenberg
2879,Benedict,2,marzahn-hellersdorf
2880,Benedict,15,mitte
2881,Benedict,11,pankow
2882,Benedict,6,spandau
2883,Benedict,2,steglitz-zehlendorf
2884,Benedict,11,tempelhof-schoeneberg
2885,Benedict,2,treptow-koepenick
2886,Benedikt,88,charlottenburg-wilmersdorf
2887,Benedikt,34,friedrichshain-kreuzberg
2888,Benedikt,29,lichtenberg
2889,Benedikt,2,marzahn-hellersdorf
2890,Benedikt,64,mitte
2891,Benedikt,21,neukoelln
2892,Benedikt,65,pankow
2893,Benedikt,6,reinickendorf
2894,Benedikt,39,spandau
2895,Benedikt,11,steglitz-zehlendorf
2896,Benedikt,90,tempelhof-schoeneberg
2897,Benedikt,16,treptow-koepenick
2898,Beni,2,neukoelln
2899,Beniamin,3,mitte
2900,Beniamin,2,neukoelln
2901,Benicio,2,friedrichshain-kreuzberg
2902,Benicio,3,tempelhof-schoeneberg
2903,Benita,2,neukoelln
2904,Benita,2,steglitz-zehlendorf
2905,Benita,2,treptow-koepenick
2906,Benito,2,charlottenburg-wilmersdorf
2907,Benjamin,289,charlottenburg-wilmersdorf
2908,Benjamin,195,friedrichshain-kreuzberg
2909,Benjamin,120,lichtenberg
2910,Benjamin,44,marzahn-hellersdorf
2911,Benjamin,213,mitte
2912,Benjamin,101,neukoelln
2913,Benjamin,211,pankow
2914,Benjamin,40,reinickendorf
2915,Benjamin,145,spandau
2916,Benjamin,61,steglitz-zehlendorf
2917,Benjamin,270,tempelhof-schoeneberg
2918,Benjamin,54,treptow-koepenick
2919,Benjamnin,2,pankow
2920,Benne,2,friedrichshain-kreuzberg
2921,Bennet,37,charlottenburg-wilmersdorf
2922,Bennet,20,friedrichshain-kreuzberg
2923,Bennet,28,lichtenberg
2924,Bennet,2,marzahn-hellersdorf
2925,Bennet,27,mitte
2926,Bennet,20,neukoelln
2927,Bennet,59,pankow
2928,Bennet,5,reinickendorf
2929,Bennet,26,spandau
2930,Bennet,6,steglitz-zehlendorf
2931,Bennet,51,tempelhof-schoeneberg
2932,Bennet,11,treptow-koepenick
2933,Bennett,9,charlottenburg-wilmersdorf
2934,Bennett,7,friedrichshain-kreuzberg
2935,Bennett,2,lichtenberg
2936,Bennett,6,mitte
2937,Bennett,2,neukoelln
2938,Bennett,20,pankow
2939,Bennett,9,spandau
2940,Bennett,15,tempelhof-schoeneberg
2941,Bennett,2,treptow-koepenick
2942,Benno,30,charlottenburg-wilmersdorf
2943,Benno,31,friedrichshain-kreuzberg
2944,Benno,24,lichtenberg
2945,Benno,26,mitte
2946,Benno,5,neukoelln
2947,Benno,34,pankow
2948,Benno,25,spandau
2949,Benno,2,steglitz-zehlendorf
2950,Benno,48,tempelhof-schoeneberg
2951,Benno,8,treptow-koepenick
2952,Benny,4,friedrichshain-kreuzberg
2953,Benny,2,lichtenberg
2954,Bensu,2,charlottenburg-wilmersdorf
2955,Bensu,2,tempelhof-schoeneberg
2956,Bent,4,charlottenburg-wilmersdorf
2957,Bent,2,lichtenberg
2958,Bent,4,mitte
2959,Bent,3,neukoelln
2960,Bent,2,steglitz-zehlendorf
2961,Bent,7,tempelhof-schoeneberg
2962,Bente,2,charlottenburg-wilmersdorf
2963,Bente,4,friedrichshain-kreuzberg
2964,Bente,2,spandau
2965,Bente,2,steglitz-zehlendorf
2966,Bente,4,tempelhof-schoeneberg
2967,Bento,2,pankow
2968,Bento,2,tempelhof-schoeneberg
2969,Benyamin,2,lichtenberg
2970,Bera,2,friedrichshain-kreuzberg
2971,Beran,2,neukoelln
2972,Berat,20,charlottenburg-wilmersdorf
2973,Berat,28,friedrichshain-kreuzberg
2974,Berat,67,mitte
2975,Berat,53,neukoelln
2976,Berat,2,pankow
2977,Berat,12,reinickendorf
2978,Berat,14,spandau
2979,Berat,2,steglitz-zehlendorf
2980,Berat,37,tempelhof-schoeneberg
2981,Beren,7,charlottenburg-wilmersdorf
2982,Beren,6,friedrichshain-kreuzberg
2983,Beren,10,mitte
2984,Beren,4,neukoelln
2985,Beren,4,reinickendorf
2986,Beren,5,tempelhof-schoeneberg
2987,Berengar,2,mitte
2988,Berenike,2,charlottenburg-wilmersdorf
2989,Berenike,2,steglitz-zehlendorf
2990,Berenike,6,tempelhof-schoeneberg
2991,Berfin,19,friedrichshain-kreuzberg
2992,Berfin,23,mitte
2993,Berfin,11,neukoelln
2994,Berfin,4,reinickendorf
2995,Berfin,4,tempelhof-schoeneberg
2996,Beritan,2,friedrichshain-kreuzberg
2997,Beritan,2,marzahn-hellersdorf
2998,Beritan,4,reinickendorf
2999,Berivan,2,mitte
3000,Berk,10,mitte
3001,Berk,4,neukoelln
3002,Berk,3,tempelhof-schoeneberg
3003,Berkan,3,neukoelln
3004,Berkan,2,tempelhof-schoeneberg
3005,Berkay,8,charlottenburg-wilmersdorf
3006,Berkay,6,friedrichshain-kreuzberg
3007,Berkay,9,mitte
3008,Berkay,2,neukoelln
3009,Berkay,5,spandau
3010,Berkay,14,tempelhof-schoeneberg
3011,Berkhan,2,mitte
3012,Berkin,2,friedrichshain-kreuzberg
3013,Berlin,2,charlottenburg-wilmersdorf
3014,Berlin,2,friedrichshain-kreuzberg
3015,Berlin,4,mitte
3016,Berna,2,mitte
3017,Bernadette,2,lichtenberg
3018,Bernadette,4,mitte
3019,Bernadette,2,pankow
3020,Bernard,4,charlottenburg-wilmersdorf
3021,Bernard,4,friedrichshain-kreuzberg
3022,Bernard,2,lichtenberg
3023,Bernard,2,mitte
3024,Bernard,4,tempelhof-schoeneberg
3025,Bernardo,4,tempelhof-schoeneberg
3026,Bernd,11,charlottenburg-wilmersdorf
3027,Bernd,4,friedrichshain-kreuzberg
3028,Bernd,14,lichtenberg
3029,Bernd,16,mitte
3030,Bernd,14,neukoelln
3031,Bernd,23,pankow
3032,Bernd,9,spandau
3033,Bernd,23,tempelhof-schoeneberg
3034,Bernhard,22,charlottenburg-wilmersdorf
3035,Bernhard,7,friedrichshain-kreuzberg
3036,Bernhard,6,mitte
3037,Bernhard,16,pankow
3038,Bernhard,4,reinickendorf
3039,Bernhard,4,spandau
3040,Bernhard,11,tempelhof-schoeneberg
3041,Bernhard,2,treptow-koepenick
3042,Bero,2,friedrichshain-kreuzberg
3043,Bero,2,spandau
3044,Bero,2,tempelhof-schoeneberg
3045,Berra,2,mitte
3046,Berra,2,neukoelln
3047,Berra,2,tempelhof-schoeneberg
3048,Berrin,2,neukoelln
3049,Berta,2,charlottenburg-wilmersdorf
3050,Bertram,2,tempelhof-schoeneberg
3051,Berzan,4,friedrichshain-kreuzberg
3052,Berzan,2,neukoelln
3053,Berzan,2,tempelhof-schoeneberg
3054,Bettina,2,friedrichshain-kreuzberg
3055,Bettina,2,mitte
3056,Bettina,2,neukoelln
3057,Bettina,4,pankow
3058,Bettina,2,tempelhof-schoeneberg
3059,Betty,2,friedrichshain-kreuzberg
3060,Betty,6,lichtenberg
3061,Betty,2,marzahn-hellersdorf
3062,Betty,5,neukoelln
3063,Betty,2,pankow
3064,Betty,4,spandau
3065,Betty,7,tempelhof-schoeneberg
3066,Betül,7,friedrichshain-kreuzberg
3067,Betül,4,mitte
3068,Betül,9,neukoelln
3069,Betül,2,spandau
3070,Betül,4,tempelhof-schoeneberg
3071,Beverly,2,mitte
3072,Beyza,2,charlottenburg-wilmersdorf
3073,Beyza,2,friedrichshain-kreuzberg
3074,Beyza,16,mitte
3075,Beyza,21,neukoelln
3076,Beyza,2,pankow
3077,Beyza,2,reinickendorf
3078,Beyza,12,tempelhof-schoeneberg
3079,Beyzanur,2,neukoelln
3080,Bianca,2,charlottenburg-wilmersdorf
3081,Bianca,4,friedrichshain-kreuzberg
3082,Bianca,9,lichtenberg
3083,Bianca,11,mitte
3084,Bianca,6,neukoelln
3085,Bianca,21,tempelhof-schoeneberg
3086,Bianca,2,treptow-koepenick
3087,Bianka,2,spandau
3088,Bibi,2,charlottenburg-wilmersdorf
3089,Bilal,29,charlottenburg-wilmersdorf
3090,Bilal,45,friedrichshain-kreuzberg
3091,Bilal,7,lichtenberg
3092,Bilal,45,mitte
3093,Bilal,42,neukoelln
3094,Bilal,5,pankow
3095,Bilal,16,reinickendorf
3096,Bilal,9,spandau
3097,Bilal,48,tempelhof-schoeneberg
3098,Bilal,2,treptow-koepenick
3099,Bilge,2,spandau
3100,Bill,2,tempelhof-schoeneberg
3101,Billie,2,friedrichshain-kreuzberg
3102,Billie,2,neukoelln
3103,Billie,3,spandau
3104,Billy,2,charlottenburg-wilmersdorf
3105,Billy,2,neukoelln
3106,Billy,2,tempelhof-schoeneberg
3107,Binh,2,friedrichshain-kreuzberg
3108,Binta,2,mitte
3109,Birgit,5,charlottenburg-wilmersdorf
3110,Birgit,3,lichtenberg
3111,Birgit,4,mitte
3112,Birgit,4,pankow
3113,Birgit,2,reinickendorf
3114,Birgit,2,tempelhof-schoeneberg
3115,Biserova,2,spandau
3116,Bjarne,21,charlottenburg-wilmersdorf
3117,Bjarne,14,friedrichshain-kreuzberg
3118,Bjarne,2,marzahn-hellersdorf
3119,Bjarne,6,mitte
3120,Bjarne,15,pankow
3121,Bjarne,14,spandau
3122,Bjarne,5,steglitz-zehlendorf
3123,Bjarne,19,tempelhof-schoeneberg
3124,Bjarne,4,treptow-koepenick
3125,Björn,8,charlottenburg-wilmersdorf
3126,Björn,12,friedrichshain-kreuzberg
3127,Björn,5,lichtenberg
3128,Björn,2,marzahn-hellersdorf
3129,Björn,4,mitte
3130,Björn,24,pankow
3131,Björn,2,reinickendorf
3132,Björn,5,spandau
3133,Björn,9,tempelhof-schoeneberg
3134,Björn,5,treptow-koepenick
3135,Blake,2,mitte
3136,Blake,2,tempelhof-schoeneberg
